"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Slovenia (SI)","Generation - Solar  [MW] Intraday / Slovenia (SI)","Generation - Solar  [MW] Current / Slovenia (SI)"
"18.01.2022 17:00 - 18.01.2022 18:00","0","0","0"
"18.01.2022 18:00 - 18.01.2022 19:00","0","0","0"
"18.01.2022 19:00 - 18.01.2022 20:00","0","0","0"
"18.01.2022 20:00 - 18.01.2022 21:00","0","0","0"
"18.01.2022 21:00 - 18.01.2022 22:00","0","0","0"
"18.01.2022 22:00 - 18.01.2022 23:00","0","0","0"
"18.01.2022 23:00 - 19.01.2022 00:00","0","0","0"
"19.01.2022 00:00 - 19.01.2022 01:00","0","0","0"
"19.01.2022 01:00 - 19.01.2022 02:00","0","0","0"
"19.01.2022 02:00 - 19.01.2022 03:00","0","0","0"
"19.01.2022 03:00 - 19.01.2022 04:00","0","0","0"
"19.01.2022 04:00 - 19.01.2022 05:00","0","0","0"
"19.01.2022 05:00 - 19.01.2022 06:00","0","0","0"
"19.01.2022 06:00 - 19.01.2022 07:00","0","0","0"
"19.01.2022 07:00 - 19.01.2022 08:00","1","1","1"
"19.01.2022 08:00 - 19.01.2022 09:00","15","15","16"
"19.01.2022 09:00 - 19.01.2022 10:00","44","44","48"
"19.01.2022 10:00 - 19.01.2022 11:00","68","68","72"
"19.01.2022 11:00 - 19.01.2022 12:00","83","83","88"
"19.01.2022 12:00 - 19.01.2022 13:00","91","91","99"
"19.01.2022 13:00 - 19.01.2022 14:00","92","92","96"
"19.01.2022 14:00 - 19.01.2022 15:00","68","68","68"
"19.01.2022 15:00 - 19.01.2022 16:00","30","30","30"
"19.01.2022 16:00 - 19.01.2022 17:00","3","3","3"
"19.01.2022 17:00 - 19.01.2022 18:00","0","0","0"
"19.01.2022 18:00 - 19.01.2022 19:00","0","0","0"
"19.01.2022 19:00 - 19.01.2022 20:00","0","0","0"
"19.01.2022 20:00 - 19.01.2022 21:00","0","0","0"
"19.01.2022 21:00 - 19.01.2022 22:00","0","0","0"
"19.01.2022 22:00 - 19.01.2022 23:00","0","0","0"
"19.01.2022 23:00 - 20.01.2022 00:00","0","0","0"
"20.01.2022 00:00 - 20.01.2022 01:00","0","0","0"
"20.01.2022 01:00 - 20.01.2022 02:00","0","0","0"
"20.01.2022 02:00 - 20.01.2022 03:00","0","0","0"
"20.01.2022 03:00 - 20.01.2022 04:00","0","0","0"
"20.01.2022 04:00 - 20.01.2022 05:00","0","0","0"
"20.01.2022 05:00 - 20.01.2022 06:00","0","0","0"
"20.01.2022 06:00 - 20.01.2022 07:00","0","0","0"
"20.01.2022 07:00 - 20.01.2022 08:00","0","0","0"
"20.01.2022 08:00 - 20.01.2022 09:00","8","8","10"
"20.01.2022 09:00 - 20.01.2022 10:00","24","24","30"
"20.01.2022 10:00 - 20.01.2022 11:00","33","33","36"
"20.01.2022 11:00 - 20.01.2022 12:00","50","50","46"
"20.01.2022 12:00 - 20.01.2022 13:00","64","64","63"
"20.01.2022 13:00 - 20.01.2022 14:00","70","70","58"
"20.01.2022 14:00 - 20.01.2022 15:00","57","57","47"
"20.01.2022 15:00 - 20.01.2022 16:00","26","26","24"
"20.01.2022 16:00 - 20.01.2022 17:00","3","3","3"
"20.01.2022 17:00 - 20.01.2022 18:00","0","0","0"
"20.01.2022 18:00 - 20.01.2022 19:00","0","0","0"
"20.01.2022 19:00 - 20.01.2022 20:00","0","0","0"
"20.01.2022 20:00 - 20.01.2022 21:00","0","0","0"
"20.01.2022 21:00 - 20.01.2022 22:00","0","0","0"
"20.01.2022 22:00 - 20.01.2022 23:00","0","0","0"
"20.01.2022 23:00 - 21.01.2022 00:00","0","0","0"
"21.01.2022 00:00 - 21.01.2022 01:00","0","0","0"
"21.01.2022 01:00 - 21.01.2022 02:00","0","0","0"
"21.01.2022 02:00 - 21.01.2022 03:00","0","0","0"
"21.01.2022 03:00 - 21.01.2022 04:00","0","0","0"
"21.01.2022 04:00 - 21.01.2022 05:00","0","0","0"
"21.01.2022 05:00 - 21.01.2022 06:00","0","0","0"
"21.01.2022 06:00 - 21.01.2022 07:00","0","0","0"
"21.01.2022 07:00 - 21.01.2022 08:00","1","1","1"
"21.01.2022 08:00 - 21.01.2022 09:00","15","15","13"
"21.01.2022 09:00 - 21.01.2022 10:00","50","50","43"
"21.01.2022 10:00 - 21.01.2022 11:00","79","79","71"
"21.01.2022 11:00 - 21.01.2022 12:00","95","95","91"
"21.01.2022 12:00 - 21.01.2022 13:00","103","103","99"
"21.01.2022 13:00 - 21.01.2022 14:00","96","96","93"
"21.01.2022 14:00 - 21.01.2022 15:00","67","67","67"
"21.01.2022 15:00 - 21.01.2022 16:00","30","30","30"
"21.01.2022 16:00 - 21.01.2022 17:00","3","3","3"
"21.01.2022 17:00 - 21.01.2022 18:00","0","0","0"
"21.01.2022 18:00 - 21.01.2022 19:00","0","0","0"
"21.01.2022 19:00 - 21.01.2022 20:00","0","0","0"
"21.01.2022 20:00 - 21.01.2022 21:00","0","0","0"
"21.01.2022 21:00 - 21.01.2022 22:00","0","0","0"
"21.01.2022 22:00 - 21.01.2022 23:00","0","0","0"
"21.01.2022 23:00 - 22.01.2022 00:00","0","0","0"
"22.01.2022 00:00 - 22.01.2022 01:00","0","0","0"
"22.01.2022 01:00 - 22.01.2022 02:00","0","0","0"
"22.01.2022 02:00 - 22.01.2022 03:00","0","0","0"
"22.01.2022 03:00 - 22.01.2022 04:00","0","0","0"
"22.01.2022 04:00 - 22.01.2022 05:00","0","0","0"
"22.01.2022 05:00 - 22.01.2022 06:00","0","0","0"
"22.01.2022 06:00 - 22.01.2022 07:00","0","0","0"
"22.01.2022 07:00 - 22.01.2022 08:00","1","1","1"
"22.01.2022 08:00 - 22.01.2022 09:00","15","15","14"
"22.01.2022 09:00 - 22.01.2022 10:00","40","40","40"
"22.01.2022 10:00 - 22.01.2022 11:00","57","57","59"
"22.01.2022 11:00 - 22.01.2022 12:00","67","67","71"
"22.01.2022 12:00 - 22.01.2022 13:00","69","69","70"
"22.01.2022 13:00 - 22.01.2022 14:00","63","63","64"
"22.01.2022 14:00 - 22.01.2022 15:00","44","44","44"
"22.01.2022 15:00 - 22.01.2022 16:00","20","20","20"
"22.01.2022 16:00 - 22.01.2022 17:00","3","3","2"
"22.01.2022 17:00 - 22.01.2022 18:00","0","0","0"
"22.01.2022 18:00 - 22.01.2022 19:00","0","0","0"
"22.01.2022 19:00 - 22.01.2022 20:00","0","0","0"
"22.01.2022 20:00 - 22.01.2022 21:00","0","0","0"
"22.01.2022 21:00 - 22.01.2022 22:00","0","0","0"
"22.01.2022 22:00 - 22.01.2022 23:00","0","0","0"
"22.01.2022 23:00 - 23.01.2022 00:00","0","0","0"
"23.01.2022 00:00 - 23.01.2022 01:00","0","0","0"
"23.01.2022 01:00 - 23.01.2022 02:00","0","0","0"
"23.01.2022 02:00 - 23.01.2022 03:00","0","0","0"
"23.01.2022 03:00 - 23.01.2022 04:00","0","0","0"
"23.01.2022 04:00 - 23.01.2022 05:00","0","0","0"
"23.01.2022 05:00 - 23.01.2022 06:00","0","0","0"
"23.01.2022 06:00 - 23.01.2022 07:00","0","0","0"
"23.01.2022 07:00 - 23.01.2022 08:00","1","1","1"
"23.01.2022 08:00 - 23.01.2022 09:00","12","12","12"
"23.01.2022 09:00 - 23.01.2022 10:00","34","34","35"
"23.01.2022 10:00 - 23.01.2022 11:00","52","52","53"
"23.01.2022 11:00 - 23.01.2022 12:00","64","64","68"
"23.01.2022 12:00 - 23.01.2022 13:00","72","72","73"
"23.01.2022 13:00 - 23.01.2022 14:00","70","70","70"
"23.01.2022 14:00 - 23.01.2022 15:00","50","50","50"
"23.01.2022 15:00 - 23.01.2022 16:00","24","24","24"
"23.01.2022 16:00 - 23.01.2022 17:00","3","3","3"
"23.01.2022 17:00 - 23.01.2022 18:00","0","0","0"
"23.01.2022 18:00 - 23.01.2022 19:00","0","0","0"
"23.01.2022 19:00 - 23.01.2022 20:00","0","0","0"
"23.01.2022 20:00 - 23.01.2022 21:00","0","0","0"
"23.01.2022 21:00 - 23.01.2022 22:00","0","0","0"
"23.01.2022 22:00 - 23.01.2022 23:00","0","0","0"
"23.01.2022 23:00 - 24.01.2022 00:00","0","0","0"
"24.01.2022 00:00 - 24.01.2022 01:00","0","0","0"
"24.01.2022 01:00 - 24.01.2022 02:00","0","0","0"
"24.01.2022 02:00 - 24.01.2022 03:00","0","0","0"
"24.01.2022 03:00 - 24.01.2022 04:00","0","0","0"
"24.01.2022 04:00 - 24.01.2022 05:00","0","0","0"
"24.01.2022 05:00 - 24.01.2022 06:00","0","0","0"
"24.01.2022 06:00 - 24.01.2022 07:00","0","0","0"
"24.01.2022 07:00 - 24.01.2022 08:00","1","1","1"
"24.01.2022 08:00 - 24.01.2022 09:00","10","10","12"
"24.01.2022 09:00 - 24.01.2022 10:00","29","29","32"
"24.01.2022 10:00 - 24.01.2022 11:00","42","42","46"
"24.01.2022 11:00 - 24.01.2022 12:00","54","54","52"
"24.01.2022 12:00 - 24.01.2022 13:00","60","60","55"
"24.01.2022 13:00 - 24.01.2022 14:00","59","59","55"
"24.01.2022 14:00 - 24.01.2022 15:00","45","45","41"
"24.01.2022 15:00 - 24.01.2022 16:00","22","22","20"
"24.01.2022 16:00 - 24.01.2022 17:00","3","3","3"
"24.01.2022 17:00 - 24.01.2022 18:00","0","0","0"
"24.01.2022 18:00 - 24.01.2022 19:00","0","0","0"
"24.01.2022 19:00 - 24.01.2022 20:00","0","0","0"
"24.01.2022 20:00 - 24.01.2022 21:00","0","0","0"
"24.01.2022 21:00 - 24.01.2022 22:00","0","0","0"
"24.01.2022 22:00 - 24.01.2022 23:00","0","0","0"
"24.01.2022 23:00 - 25.01.2022 00:00","0","0","0"
"25.01.2022 00:00 - 25.01.2022 01:00","0","0","0"
"25.01.2022 01:00 - 25.01.2022 02:00","0","0","0"
"25.01.2022 02:00 - 25.01.2022 03:00","0","0","0"
"25.01.2022 03:00 - 25.01.2022 04:00","0","0","0"
"25.01.2022 04:00 - 25.01.2022 05:00","0","0","0"
"25.01.2022 05:00 - 25.01.2022 06:00","0","0","0"
"25.01.2022 06:00 - 25.01.2022 07:00","0","0","0"
"25.01.2022 07:00 - 25.01.2022 08:00","1","1","1"
"25.01.2022 08:00 - 25.01.2022 09:00","13","13","15"
"25.01.2022 09:00 - 25.01.2022 10:00","41","41","44"
"25.01.2022 10:00 - 25.01.2022 11:00","69","69","70"
"25.01.2022 11:00 - 25.01.2022 12:00","89","89","87"
"25.01.2022 12:00 - 25.01.2022 13:00","94","94","92"
"25.01.2022 13:00 - 25.01.2022 14:00","86","86","86"
"25.01.2022 14:00 - 25.01.2022 15:00","61","61","60"
"25.01.2022 15:00 - 25.01.2022 16:00","30","30","29"
"25.01.2022 16:00 - 25.01.2022 17:00","4","4","4"
"25.01.2022 17:00 - 25.01.2022 18:00","0","0","0"
"25.01.2022 18:00 - 25.01.2022 19:00","0","0","0"
"25.01.2022 19:00 - 25.01.2022 20:00","0","0","0"
"25.01.2022 20:00 - 25.01.2022 21:00","0","0","0"
"25.01.2022 21:00 - 25.01.2022 22:00","0","0","0"
"25.01.2022 22:00 - 25.01.2022 23:00","0","0","0"
"25.01.2022 23:00 - 26.01.2022 00:00","0","0","0"
"26.01.2022 00:00 - 26.01.2022 01:00","0","0","0"
"26.01.2022 01:00 - 26.01.2022 02:00","0","0","0"
"26.01.2022 02:00 - 26.01.2022 03:00","0","0","0"
"26.01.2022 03:00 - 26.01.2022 04:00","0","0","0"
"26.01.2022 04:00 - 26.01.2022 05:00","0","0","0"
"26.01.2022 05:00 - 26.01.2022 06:00","0","0","0"
"26.01.2022 06:00 - 26.01.2022 07:00","0","0","0"
"26.01.2022 07:00 - 26.01.2022 08:00","1","1","1"
"26.01.2022 08:00 - 26.01.2022 09:00","11","11","14"
"26.01.2022 09:00 - 26.01.2022 10:00","30","30","40"
"26.01.2022 10:00 - 26.01.2022 11:00","52","52","68"
"26.01.2022 11:00 - 26.01.2022 12:00","75","75","86"
"26.01.2022 12:00 - 26.01.2022 13:00","84","84","86"
"26.01.2022 13:00 - 26.01.2022 14:00","78","78","79"
"26.01.2022 14:00 - 26.01.2022 15:00","56","56","57"
"26.01.2022 15:00 - 26.01.2022 16:00","27","27","28"
"26.01.2022 16:00 - 26.01.2022 17:00","4","4","4"
"26.01.2022 17:00 - 26.01.2022 18:00","0","0","0"
"26.01.2022 18:00 - 26.01.2022 19:00","0","0","0"
"26.01.2022 19:00 - 26.01.2022 20:00","0","0","0"
"26.01.2022 20:00 - 26.01.2022 21:00","0","0","0"
"26.01.2022 21:00 - 26.01.2022 22:00","0","0","0"
"26.01.2022 22:00 - 26.01.2022 23:00","0","0","0"
"26.01.2022 23:00 - 27.01.2022 00:00","0","0","0"
"27.01.2022 00:00 - 27.01.2022 01:00","0","0","0"
"27.01.2022 01:00 - 27.01.2022 02:00","0","0","0"
"27.01.2022 02:00 - 27.01.2022 03:00","0","0","0"
"27.01.2022 03:00 - 27.01.2022 04:00","0","0","0"
"27.01.2022 04:00 - 27.01.2022 05:00","0","0","0"
"27.01.2022 05:00 - 27.01.2022 06:00","0","0","0"
"27.01.2022 06:00 - 27.01.2022 07:00","0","0","0"
"27.01.2022 07:00 - 27.01.2022 08:00","1","1","1"
"27.01.2022 08:00 - 27.01.2022 09:00","10","10","9"
"27.01.2022 09:00 - 27.01.2022 10:00","26","26","27"
"27.01.2022 10:00 - 27.01.2022 11:00","45","45","47"
"27.01.2022 11:00 - 27.01.2022 12:00","63","63","62"
"27.01.2022 12:00 - 27.01.2022 13:00","69","69","63"
"27.01.2022 13:00 - 27.01.2022 14:00","64","64","57"
"27.01.2022 14:00 - 27.01.2022 15:00","46","46","40"
"27.01.2022 15:00 - 27.01.2022 16:00","23","23","21"
"27.01.2022 16:00 - 27.01.2022 17:00","4","4","4"
"27.01.2022 17:00 - 27.01.2022 18:00","0","0","0"
"27.01.2022 18:00 - 27.01.2022 19:00","0","0","0"
"27.01.2022 19:00 - 27.01.2022 20:00","0","0","0"
"27.01.2022 20:00 - 27.01.2022 21:00","0","0","0"
"27.01.2022 21:00 - 27.01.2022 22:00","0","0","0"
"27.01.2022 22:00 - 27.01.2022 23:00","0","0","0"
"27.01.2022 23:00 - 28.01.2022 00:00","0","0","0"
"28.01.2022 00:00 - 28.01.2022 01:00","0","0","0"
"28.01.2022 01:00 - 28.01.2022 02:00","0","0","0"
"28.01.2022 02:00 - 28.01.2022 03:00","0","0","0"
"28.01.2022 03:00 - 28.01.2022 04:00","0","0","0"
"28.01.2022 04:00 - 28.01.2022 05:00","0","0","0"
"28.01.2022 05:00 - 28.01.2022 06:00","0","0","0"
"28.01.2022 06:00 - 28.01.2022 07:00","0","0","0"
"28.01.2022 07:00 - 28.01.2022 08:00","1","1","1"
"28.01.2022 08:00 - 28.01.2022 09:00","14","14","11"
"28.01.2022 09:00 - 28.01.2022 10:00","37","37","35"
"28.01.2022 10:00 - 28.01.2022 11:00","58","58","62"
"28.01.2022 11:00 - 28.01.2022 12:00","73","73","78"
"28.01.2022 12:00 - 28.01.2022 13:00","80","80","82"
"28.01.2022 13:00 - 28.01.2022 14:00","68","68","74"
"28.01.2022 14:00 - 28.01.2022 15:00","48","48","47"
"28.01.2022 15:00 - 28.01.2022 16:00","26","26","23"
"28.01.2022 16:00 - 28.01.2022 17:00","5","5","4"
"28.01.2022 17:00 - 28.01.2022 18:00","0","0","0"
"28.01.2022 18:00 - 28.01.2022 19:00","0","0","0"
"28.01.2022 19:00 - 28.01.2022 20:00","0","0","0"
"28.01.2022 20:00 - 28.01.2022 21:00","0","0","0"
"28.01.2022 21:00 - 28.01.2022 22:00","0","0","0"
"28.01.2022 22:00 - 28.01.2022 23:00","0","0","0"
"28.01.2022 23:00 - 29.01.2022 00:00","0","0","0"
"29.01.2022 00:00 - 29.01.2022 01:00","0","0","0"
"29.01.2022 01:00 - 29.01.2022 02:00","0","0","0"
"29.01.2022 02:00 - 29.01.2022 03:00","0","0","0"
"29.01.2022 03:00 - 29.01.2022 04:00","0","0","0"
"29.01.2022 04:00 - 29.01.2022 05:00","0","0","0"
"29.01.2022 05:00 - 29.01.2022 06:00","0","0","0"
"29.01.2022 06:00 - 29.01.2022 07:00","0","0","0"
"29.01.2022 07:00 - 29.01.2022 08:00","1","1","1"
"29.01.2022 08:00 - 29.01.2022 09:00","8","8","9"
"29.01.2022 09:00 - 29.01.2022 10:00","22","22","23"
"29.01.2022 10:00 - 29.01.2022 11:00","34","34","34"
"29.01.2022 11:00 - 29.01.2022 12:00","40","40","40"
"29.01.2022 12:00 - 29.01.2022 13:00","40","40","37"
"29.01.2022 13:00 - 29.01.2022 14:00","37","37","32"
"29.01.2022 14:00 - 29.01.2022 15:00","29","29","25"
"29.01.2022 15:00 - 29.01.2022 16:00","16","16","14"
"29.01.2022 16:00 - 29.01.2022 17:00","3","3","3"
"29.01.2022 17:00 - 29.01.2022 18:00","0","0","0"
"29.01.2022 18:00 - 29.01.2022 19:00","0","0","0"
"29.01.2022 19:00 - 29.01.2022 20:00","0","0","0"
"29.01.2022 20:00 - 29.01.2022 21:00","0","0","0"
"29.01.2022 21:00 - 29.01.2022 22:00","0","0","0"
"29.01.2022 22:00 - 29.01.2022 23:00","0","0","0"
"29.01.2022 23:00 - 30.01.2022 00:00","0","0","0"
"30.01.2022 00:00 - 30.01.2022 01:00","0","0","0"
"30.01.2022 01:00 - 30.01.2022 02:00","0","0","0"
"30.01.2022 02:00 - 30.01.2022 03:00","0","0","0"
"30.01.2022 03:00 - 30.01.2022 04:00","0","0","0"
"30.01.2022 04:00 - 30.01.2022 05:00","0","0","0"
"30.01.2022 05:00 - 30.01.2022 06:00","0","0","0"
"30.01.2022 06:00 - 30.01.2022 07:00","0","0","0"
"30.01.2022 07:00 - 30.01.2022 08:00","1","1","1"
"30.01.2022 08:00 - 30.01.2022 09:00","16","16","17"
"30.01.2022 09:00 - 30.01.2022 10:00","45","45","48"
"30.01.2022 10:00 - 30.01.2022 11:00","68","68","70"
"30.01.2022 11:00 - 30.01.2022 12:00","75","75","76"
"30.01.2022 12:00 - 30.01.2022 13:00","74","74","73"
"30.01.2022 13:00 - 30.01.2022 14:00","69","69","69"
"30.01.2022 14:00 - 30.01.2022 15:00","54","54","54"
"30.01.2022 15:00 - 30.01.2022 16:00","28","28","28"
"30.01.2022 16:00 - 30.01.2022 17:00","5","5","5"
"30.01.2022 17:00 - 30.01.2022 18:00","0","0","0"
"30.01.2022 18:00 - 30.01.2022 19:00","0","0","0"
"30.01.2022 19:00 - 30.01.2022 20:00","0","0","0"
"30.01.2022 20:00 - 30.01.2022 21:00","0","0","0"
"30.01.2022 21:00 - 30.01.2022 22:00","0","0","0"
"30.01.2022 22:00 - 30.01.2022 23:00","0","0","0"
"30.01.2022 23:00 - 31.01.2022 00:00","0","0","0"
"31.01.2022 00:00 - 31.01.2022 01:00","0","0","0"
"31.01.2022 01:00 - 31.01.2022 02:00","0","0","0"
"31.01.2022 02:00 - 31.01.2022 03:00","0","0","0"
"31.01.2022 03:00 - 31.01.2022 04:00","0","0","0"
"31.01.2022 04:00 - 31.01.2022 05:00","0","0","0"
"31.01.2022 05:00 - 31.01.2022 06:00","0","0","0"
"31.01.2022 06:00 - 31.01.2022 07:00","0","0","0"
"31.01.2022 07:00 - 31.01.2022 08:00","1","1","1"
"31.01.2022 08:00 - 31.01.2022 09:00","13","13","12"
"31.01.2022 09:00 - 31.01.2022 10:00","35","35","29"
"31.01.2022 10:00 - 31.01.2022 11:00","47","47","38"
"31.01.2022 11:00 - 31.01.2022 12:00","47","47","35"
"31.01.2022 12:00 - 31.01.2022 13:00","42","42","35"
"31.01.2022 13:00 - 31.01.2022 14:00","37","37","33"
"31.01.2022 14:00 - 31.01.2022 15:00","28","28","26"
"31.01.2022 15:00 - 31.01.2022 16:00","14","14","14"
"31.01.2022 16:00 - 31.01.2022 17:00","3","3","4"
"31.01.2022 17:00 - 31.01.2022 18:00","0","0","0"
"31.01.2022 18:00 - 31.01.2022 19:00","0","0","0"
"31.01.2022 19:00 - 31.01.2022 20:00","0","0","0"
"31.01.2022 20:00 - 31.01.2022 21:00","0","0","0"
"31.01.2022 21:00 - 31.01.2022 22:00","0","0","0"
"31.01.2022 22:00 - 31.01.2022 23:00","0","0","0"
"31.01.2022 23:00 - 01.02.2022 00:00","0","0","0"
"01.02.2022 00:00 - 01.02.2022 01:00","0","0","0"
"01.02.2022 01:00 - 01.02.2022 02:00","0","0","0"
"01.02.2022 02:00 - 01.02.2022 03:00","0","0","0"
"01.02.2022 03:00 - 01.02.2022 04:00","0","0","0"
"01.02.2022 04:00 - 01.02.2022 05:00","0","0","0"
"01.02.2022 05:00 - 01.02.2022 06:00","0","0","0"
"01.02.2022 06:00 - 01.02.2022 07:00","0","0","0"
"01.02.2022 07:00 - 01.02.2022 08:00","2","2","1"
"01.02.2022 08:00 - 01.02.2022 09:00","17","17","15"
"01.02.2022 09:00 - 01.02.2022 10:00","48","48","42"
"01.02.2022 10:00 - 01.02.2022 11:00","73","73","65"
"01.02.2022 11:00 - 01.02.2022 12:00","89","89","83"
"01.02.2022 12:00 - 01.02.2022 13:00","92","92","91"
"01.02.2022 13:00 - 01.02.2022 14:00","89","89","82"
"01.02.2022 14:00 - 01.02.2022 15:00","68","68","61"
"01.02.2022 15:00 - 01.02.2022 16:00","34","34","30"
"01.02.2022 16:00 - 01.02.2022 17:00","7","7","6"
"01.02.2022 17:00 - 01.02.2022 18:00","0","0","0"
"01.02.2022 18:00 - 01.02.2022 19:00","0","0","0"
"01.02.2022 19:00 - 01.02.2022 20:00","0","0","0"
"01.02.2022 20:00 - 01.02.2022 21:00","0","0","0"
"01.02.2022 21:00 - 01.02.2022 22:00","0","0","0"
"01.02.2022 22:00 - 01.02.2022 23:00","0","0","0"
"01.02.2022 23:00 - 02.02.2022 00:00","0","0","0"
"02.02.2022 00:00 - 02.02.2022 01:00","0","0","0"
"02.02.2022 01:00 - 02.02.2022 02:00","0","0","0"
"02.02.2022 02:00 - 02.02.2022 03:00","0","0","0"
"02.02.2022 03:00 - 02.02.2022 04:00","0","0","0"
"02.02.2022 04:00 - 02.02.2022 05:00","0","0","0"
"02.02.2022 05:00 - 02.02.2022 06:00","0","0","0"
"02.02.2022 06:00 - 02.02.2022 07:00","0","0","0"
"02.02.2022 07:00 - 02.02.2022 08:00","1","1","1"
"02.02.2022 08:00 - 02.02.2022 09:00","15","15","12"
"02.02.2022 09:00 - 02.02.2022 10:00","44","44","41"
"02.02.2022 10:00 - 02.02.2022 11:00","66","66","58"
"02.02.2022 11:00 - 02.02.2022 12:00","78","78","71"
"02.02.2022 12:00 - 02.02.2022 13:00","80","80","74"
"02.02.2022 13:00 - 02.02.2022 14:00","68","68","64"
"02.02.2022 14:00 - 02.02.2022 15:00","56","56","57"
"02.02.2022 15:00 - 02.02.2022 16:00","32","32","32"
"02.02.2022 16:00 - 02.02.2022 17:00","7","7","7"
"02.02.2022 17:00 - 02.02.2022 18:00","0","0","0"
"02.02.2022 18:00 - 02.02.2022 19:00","0","0","0"
"02.02.2022 19:00 - 02.02.2022 20:00","0","0","0"
"02.02.2022 20:00 - 02.02.2022 21:00","0","0","0"
"02.02.2022 21:00 - 02.02.2022 22:00","0","0","0"
"02.02.2022 22:00 - 02.02.2022 23:00","0","0","0"
"02.02.2022 23:00 - 03.02.2022 00:00","0","0","0"
"03.02.2022 00:00 - 03.02.2022 01:00","0","0","0"
"03.02.2022 01:00 - 03.02.2022 02:00","0","0","0"
"03.02.2022 02:00 - 03.02.2022 03:00","0","0","0"
"03.02.2022 03:00 - 03.02.2022 04:00","0","0","0"
"03.02.2022 04:00 - 03.02.2022 05:00","0","0","0"
"03.02.2022 05:00 - 03.02.2022 06:00","0","0","0"
"03.02.2022 06:00 - 03.02.2022 07:00","0","0","0"
"03.02.2022 07:00 - 03.02.2022 08:00","2","2","2"
"03.02.2022 08:00 - 03.02.2022 09:00","18","18","18"
"03.02.2022 09:00 - 03.02.2022 10:00","44","44","48"
"03.02.2022 10:00 - 03.02.2022 11:00","60","60","66"
"03.02.2022 11:00 - 03.02.2022 12:00","69","69","75"
"03.02.2022 12:00 - 03.02.2022 13:00","70","70","75"
"03.02.2022 13:00 - 03.02.2022 14:00","61","61","70"
"03.02.2022 14:00 - 03.02.2022 15:00","40","40","49"
"03.02.2022 15:00 - 03.02.2022 16:00","20","20","24"
"03.02.2022 16:00 - 03.02.2022 17:00","4","4","5"
"03.02.2022 17:00 - 03.02.2022 18:00","0","0","0"
"03.02.2022 18:00 - 03.02.2022 19:00","0","0","0"
"03.02.2022 19:00 - 03.02.2022 20:00","0","0","0"
"03.02.2022 20:00 - 03.02.2022 21:00","0","0","0"
"03.02.2022 21:00 - 03.02.2022 22:00","0","0","0"
"03.02.2022 22:00 - 03.02.2022 23:00","0","0","0"
"03.02.2022 23:00 - 04.02.2022 00:00","0","0","0"
"04.02.2022 00:00 - 04.02.2022 01:00","0","0","0"
"04.02.2022 01:00 - 04.02.2022 02:00","0","0","0"
"04.02.2022 02:00 - 04.02.2022 03:00","0","0","0"
"04.02.2022 03:00 - 04.02.2022 04:00","0","0","0"
"04.02.2022 04:00 - 04.02.2022 05:00","0","0","0"
"04.02.2022 05:00 - 04.02.2022 06:00","0","0","0"
"04.02.2022 06:00 - 04.02.2022 07:00","0","0","0"
"04.02.2022 07:00 - 04.02.2022 08:00","2","2","2"
"04.02.2022 08:00 - 04.02.2022 09:00","17","17","21"
"04.02.2022 09:00 - 04.02.2022 10:00","45","45","58"
"04.02.2022 10:00 - 04.02.2022 11:00","69","69","82"
"04.02.2022 11:00 - 04.02.2022 12:00","76","76","88"
"04.02.2022 12:00 - 04.02.2022 13:00","74","74","89"
"04.02.2022 13:00 - 04.02.2022 14:00","60","60","78"
"04.02.2022 14:00 - 04.02.2022 15:00","41","41","53"
"04.02.2022 15:00 - 04.02.2022 16:00","22","22","27"
"04.02.2022 16:00 - 04.02.2022 17:00","5","5","7"
"04.02.2022 17:00 - 04.02.2022 18:00","0","0","0"
"04.02.2022 18:00 - 04.02.2022 19:00","0","0","0"
"04.02.2022 19:00 - 04.02.2022 20:00","0","0","0"
"04.02.2022 20:00 - 04.02.2022 21:00","0","0","0"
"04.02.2022 21:00 - 04.02.2022 22:00","0","0","0"
"04.02.2022 22:00 - 04.02.2022 23:00","0","0","0"
"04.02.2022 23:00 - 05.02.2022 00:00","0","0","0"
"05.02.2022 00:00 - 05.02.2022 01:00","0","0","0"
"05.02.2022 01:00 - 05.02.2022 02:00","0","0","0"
"05.02.2022 02:00 - 05.02.2022 03:00","0","0","0"
"05.02.2022 03:00 - 05.02.2022 04:00","0","0","0"
"05.02.2022 04:00 - 05.02.2022 05:00","0","0","0"
"05.02.2022 05:00 - 05.02.2022 06:00","0","0","0"
"05.02.2022 06:00 - 05.02.2022 07:00","0","0","0"
"05.02.2022 07:00 - 05.02.2022 08:00","2","2","2"
"05.02.2022 08:00 - 05.02.2022 09:00","17","17","18"
"05.02.2022 09:00 - 05.02.2022 10:00","44","44","44"
"05.02.2022 10:00 - 05.02.2022 11:00","60","60","66"
"05.02.2022 11:00 - 05.02.2022 12:00","67","67","77"
"05.02.2022 12:00 - 05.02.2022 13:00","70","70","83"
"05.02.2022 13:00 - 05.02.2022 14:00","66","66","80"
"05.02.2022 14:00 - 05.02.2022 15:00","51","51","60"
"05.02.2022 15:00 - 05.02.2022 16:00","27","27","34"
"05.02.2022 16:00 - 05.02.2022 17:00","6","6","9"
"05.02.2022 17:00 - 05.02.2022 18:00","0","0","0"
"05.02.2022 18:00 - 05.02.2022 19:00","0","0","0"
