"MTU (CET/CEST)","Area","Sequence","Day-ahead (EUR/MWh)","Intraday Period (CET/CEST)","Energy Price (EUR/MWh)"
"14/12/2023 03:00:00 - 14/12/2023 04:00:00","BZN|HU","Without sequence","76.46","",""
"14/12/2023 04:00:00 - 14/12/2023 05:00:00","BZN|HU","Without sequence","77.97","",""
"14/12/2023 05:00:00 - 14/12/2023 06:00:00","BZN|HU","Without sequence","82.17","",""
"14/12/2023 06:00:00 - 14/12/2023 07:00:00","BZN|HU","Without sequence","99.86","",""
"14/12/2023 07:00:00 - 14/12/2023 08:00:00","BZN|HU","Without sequence","118.69","",""
"14/12/2023 08:00:00 - 14/12/2023 09:00:00","BZN|HU","Without sequence","128.01","",""
"14/12/2023 09:00:00 - 14/12/2023 10:00:00","BZN|HU","Without sequence","124.5","",""
"14/12/2023 10:00:00 - 14/12/2023 11:00:00","BZN|HU","Without sequence","123.76","",""
"14/12/2023 11:00:00 - 14/12/2023 12:00:00","BZN|HU","Without sequence","124.42","",""
"14/12/2023 12:00:00 - 14/12/2023 13:00:00","BZN|HU","Without sequence","117.0","",""
"14/12/2023 13:00:00 - 14/12/2023 14:00:00","BZN|HU","Without sequence","119.67","",""
"14/12/2023 14:00:00 - 14/12/2023 15:00:00","BZN|HU","Without sequence","121.06","",""
"14/12/2023 15:00:00 - 14/12/2023 16:00:00","BZN|HU","Without sequence","126.34","",""
"14/12/2023 16:00:00 - 14/12/2023 17:00:00","BZN|HU","Without sequence","132.36","",""
"14/12/2023 17:00:00 - 14/12/2023 18:00:00","BZN|HU","Without sequence","128.76","",""
"14/12/2023 18:00:00 - 14/12/2023 19:00:00","BZN|HU","Without sequence","126.28","",""
"14/12/2023 19:00:00 - 14/12/2023 20:00:00","BZN|HU","Without sequence","117.96","",""
"14/12/2023 20:00:00 - 14/12/2023 21:00:00","BZN|HU","Without sequence","105.92","",""
"14/12/2023 21:00:00 - 14/12/2023 22:00:00","BZN|HU","Without sequence","96.2","",""
"14/12/2023 22:00:00 - 14/12/2023 23:00:00","BZN|HU","Without sequence","94.46","",""
"14/12/2023 23:00:00 - 15/12/2023 00:00:00","BZN|HU","Without sequence","85.57","",""
"15/12/2023 00:00:00 - 15/12/2023 01:00:00","BZN|HU","Without sequence","87.31","",""
"15/12/2023 01:00:00 - 15/12/2023 02:00:00","BZN|HU","Without sequence","83.94","",""
"15/12/2023 02:00:00 - 15/12/2023 03:00:00","BZN|HU","Without sequence","81.54","",""
"15/12/2023 03:00:00 - 15/12/2023 04:00:00","BZN|HU","Without sequence","78.1","",""
"15/12/2023 04:00:00 - 15/12/2023 05:00:00","BZN|HU","Without sequence","75.16","",""
"15/12/2023 05:00:00 - 15/12/2023 06:00:00","BZN|HU","Without sequence","80.41","",""
"15/12/2023 06:00:00 - 15/12/2023 07:00:00","BZN|HU","Without sequence","95.97","",""
"15/12/2023 07:00:00 - 15/12/2023 08:00:00","BZN|HU","Without sequence","110.45","",""
"15/12/2023 08:00:00 - 15/12/2023 09:00:00","BZN|HU","Without sequence","121.5","",""
"15/12/2023 09:00:00 - 15/12/2023 10:00:00","BZN|HU","Without sequence","119.49","",""
"15/12/2023 10:00:00 - 15/12/2023 11:00:00","BZN|HU","Without sequence","109.98","",""
"15/12/2023 11:00:00 - 15/12/2023 12:00:00","BZN|HU","Without sequence","104.29","",""
"15/12/2023 12:00:00 - 15/12/2023 13:00:00","BZN|HU","Without sequence","98.77","",""
"15/12/2023 13:00:00 - 15/12/2023 14:00:00","BZN|HU","Without sequence","93.57","",""
"15/12/2023 14:00:00 - 15/12/2023 15:00:00","BZN|HU","Without sequence","95.77","",""
"15/12/2023 15:00:00 - 15/12/2023 16:00:00","BZN|HU","Without sequence","104.89","",""
"15/12/2023 16:00:00 - 15/12/2023 17:00:00","BZN|HU","Without sequence","113.65","",""
"15/12/2023 17:00:00 - 15/12/2023 18:00:00","BZN|HU","Without sequence","106.91","",""
"15/12/2023 18:00:00 - 15/12/2023 19:00:00","BZN|HU","Without sequence","108.38","",""
"15/12/2023 19:00:00 - 15/12/2023 20:00:00","BZN|HU","Without sequence","100.8","",""
"15/12/2023 20:00:00 - 15/12/2023 21:00:00","BZN|HU","Without sequence","93.36","",""
"15/12/2023 21:00:00 - 15/12/2023 22:00:00","BZN|HU","Without sequence","88.36","",""
"15/12/2023 22:00:00 - 15/12/2023 23:00:00","BZN|HU","Without sequence","86.77","",""
"15/12/2023 23:00:00 - 16/12/2023 00:00:00","BZN|HU","Without sequence","76.71","",""
"16/12/2023 00:00:00 - 16/12/2023 01:00:00","BZN|HU","Without sequence","67.2","",""
"16/12/2023 01:00:00 - 16/12/2023 02:00:00","BZN|HU","Without sequence","63.21","",""
"16/12/2023 02:00:00 - 16/12/2023 03:00:00","BZN|HU","Without sequence","60.37","",""
"16/12/2023 03:00:00 - 16/12/2023 04:00:00","BZN|HU","Without sequence","58.0","",""
"16/12/2023 04:00:00 - 16/12/2023 05:00:00","BZN|HU","Without sequence","54.1","",""
"16/12/2023 05:00:00 - 16/12/2023 06:00:00","BZN|HU","Without sequence","55.64","",""
"16/12/2023 06:00:00 - 16/12/2023 07:00:00","BZN|HU","Without sequence","59.34","",""
"16/12/2023 07:00:00 - 16/12/2023 08:00:00","BZN|HU","Without sequence","65.1","",""
"16/12/2023 08:00:00 - 16/12/2023 09:00:00","BZN|HU","Without sequence","79.89","",""
"16/12/2023 09:00:00 - 16/12/2023 10:00:00","BZN|HU","Without sequence","84.44","",""
"16/12/2023 10:00:00 - 16/12/2023 11:00:00","BZN|HU","Without sequence","81.74","",""
"16/12/2023 11:00:00 - 16/12/2023 12:00:00","BZN|HU","Without sequence","77.54","",""
"16/12/2023 12:00:00 - 16/12/2023 13:00:00","BZN|HU","Without sequence","74.31","",""
"16/12/2023 13:00:00 - 16/12/2023 14:00:00","BZN|HU","Without sequence","72.03","",""
"16/12/2023 14:00:00 - 16/12/2023 15:00:00","BZN|HU","Without sequence","77.39","",""
"16/12/2023 15:00:00 - 16/12/2023 16:00:00","BZN|HU","Without sequence","80.39","",""
"16/12/2023 16:00:00 - 16/12/2023 17:00:00","BZN|HU","Without sequence","122.57","",""
"16/12/2023 17:00:00 - 16/12/2023 18:00:00","BZN|HU","Without sequence","97.71","",""
"16/12/2023 18:00:00 - 16/12/2023 19:00:00","BZN|HU","Without sequence","108.51","",""
"16/12/2023 19:00:00 - 16/12/2023 20:00:00","BZN|HU","Without sequence","89.04","",""
"16/12/2023 20:00:00 - 16/12/2023 21:00:00","BZN|HU","Without sequence","76.61","",""
"16/12/2023 21:00:00 - 16/12/2023 22:00:00","BZN|HU","Without sequence","64.83","",""
"16/12/2023 22:00:00 - 16/12/2023 23:00:00","BZN|HU","Without sequence","66.82","",""
"16/12/2023 23:00:00 - 17/12/2023 00:00:00","BZN|HU","Without sequence","54.36","",""
"17/12/2023 00:00:00 - 17/12/2023 01:00:00","BZN|HU","Without sequence","46.46","",""
"17/12/2023 01:00:00 - 17/12/2023 02:00:00","BZN|HU","Without sequence","45.11","",""
"17/12/2023 02:00:00 - 17/12/2023 03:00:00","BZN|HU","Without sequence","49.03","",""
"17/12/2023 03:00:00 - 17/12/2023 04:00:00","BZN|HU","Without sequence","29.46","",""
"17/12/2023 04:00:00 - 17/12/2023 05:00:00","BZN|HU","Without sequence","26.52","",""
"17/12/2023 05:00:00 - 17/12/2023 06:00:00","BZN|HU","Without sequence","30.41","",""
"17/12/2023 06:00:00 - 17/12/2023 07:00:00","BZN|HU","Without sequence","40.28","",""
"17/12/2023 07:00:00 - 17/12/2023 08:00:00","BZN|HU","Without sequence","47.3","",""
"17/12/2023 08:00:00 - 17/12/2023 09:00:00","BZN|HU","Without sequence","58.1","",""
"17/12/2023 09:00:00 - 17/12/2023 10:00:00","BZN|HU","Without sequence","59.17","",""
"17/12/2023 10:00:00 - 17/12/2023 11:00:00","BZN|HU","Without sequence","54.43","",""
"17/12/2023 11:00:00 - 17/12/2023 12:00:00","BZN|HU","Without sequence","49.0","",""
"17/12/2023 12:00:00 - 17/12/2023 13:00:00","BZN|HU","Without sequence","43.71","",""
"17/12/2023 13:00:00 - 17/12/2023 14:00:00","BZN|HU","Without sequence","44.48","",""
"17/12/2023 14:00:00 - 17/12/2023 15:00:00","BZN|HU","Without sequence","58.45","",""
"17/12/2023 15:00:00 - 17/12/2023 16:00:00","BZN|HU","Without sequence","98.53","",""
"17/12/2023 16:00:00 - 17/12/2023 17:00:00","BZN|HU","Without sequence","128.25","",""
"17/12/2023 17:00:00 - 17/12/2023 18:00:00","BZN|HU","Without sequence","127.94","",""
"17/12/2023 18:00:00 - 17/12/2023 19:00:00","BZN|HU","Without sequence","128.11","",""
"17/12/2023 19:00:00 - 17/12/2023 20:00:00","BZN|HU","Without sequence","128.5","",""
"17/12/2023 20:00:00 - 17/12/2023 21:00:00","BZN|HU","Without sequence","109.32","",""
"17/12/2023 21:00:00 - 17/12/2023 22:00:00","BZN|HU","Without sequence","71.58","",""
"17/12/2023 22:00:00 - 17/12/2023 23:00:00","BZN|HU","Without sequence","64.42","",""
"17/12/2023 23:00:00 - 18/12/2023 00:00:00","BZN|HU","Without sequence","53.27","",""
"18/12/2023 00:00:00 - 18/12/2023 01:00:00","BZN|HU","Without sequence","57.73","",""
"18/12/2023 01:00:00 - 18/12/2023 02:00:00","BZN|HU","Without sequence","58.86","",""
"18/12/2023 02:00:00 - 18/12/2023 03:00:00","BZN|HU","Without sequence","56.06","",""
"18/12/2023 03:00:00 - 18/12/2023 04:00:00","BZN|HU","Without sequence","53.59","",""
"18/12/2023 04:00:00 - 18/12/2023 05:00:00","BZN|HU","Without sequence","57.16","",""
"18/12/2023 05:00:00 - 18/12/2023 06:00:00","BZN|HU","Without sequence","69.11","",""
"18/12/2023 06:00:00 - 18/12/2023 07:00:00","BZN|HU","Without sequence","89.39","",""
"18/12/2023 07:00:00 - 18/12/2023 08:00:00","BZN|HU","Without sequence","110.88","",""
"18/12/2023 08:00:00 - 18/12/2023 09:00:00","BZN|HU","Without sequence","114.87","",""
"18/12/2023 09:00:00 - 18/12/2023 10:00:00","BZN|HU","Without sequence","104.31","",""
"18/12/2023 10:00:00 - 18/12/2023 11:00:00","BZN|HU","Without sequence","89.03","",""
"18/12/2023 11:00:00 - 18/12/2023 12:00:00","BZN|HU","Without sequence","81.17","",""
"18/12/2023 12:00:00 - 18/12/2023 13:00:00","BZN|HU","Without sequence","74.89","",""
"18/12/2023 13:00:00 - 18/12/2023 14:00:00","BZN|HU","Without sequence","77.8","",""
"18/12/2023 14:00:00 - 18/12/2023 15:00:00","BZN|HU","Without sequence","86.3","",""
"18/12/2023 15:00:00 - 18/12/2023 16:00:00","BZN|HU","Without sequence","93.57","",""
"18/12/2023 16:00:00 - 18/12/2023 17:00:00","BZN|HU","Without sequence","134.36","",""
"18/12/2023 17:00:00 - 18/12/2023 18:00:00","BZN|HU","Without sequence","124.28","",""
"18/12/2023 18:00:00 - 18/12/2023 19:00:00","BZN|HU","Without sequence","124.62","",""
"18/12/2023 19:00:00 - 18/12/2023 20:00:00","BZN|HU","Without sequence","99.13","",""
"18/12/2023 20:00:00 - 18/12/2023 21:00:00","BZN|HU","Without sequence","129.38","",""
"18/12/2023 21:00:00 - 18/12/2023 22:00:00","BZN|HU","Without sequence","97.58","",""
"18/12/2023 22:00:00 - 18/12/2023 23:00:00","BZN|HU","Without sequence","98.07","",""
"18/12/2023 23:00:00 - 19/12/2023 00:00:00","BZN|HU","Without sequence","56.67","",""
"19/12/2023 00:00:00 - 19/12/2023 01:00:00","BZN|HU","Without sequence","74.01","",""
"19/12/2023 01:00:00 - 19/12/2023 02:00:00","BZN|HU","Without sequence","58.48","",""
"19/12/2023 02:00:00 - 19/12/2023 03:00:00","BZN|HU","Without sequence","59.03","",""
"19/12/2023 03:00:00 - 19/12/2023 04:00:00","BZN|HU","Without sequence","60.51","",""
"19/12/2023 04:00:00 - 19/12/2023 05:00:00","BZN|HU","Without sequence","62.05","",""
"19/12/2023 05:00:00 - 19/12/2023 06:00:00","BZN|HU","Without sequence","66.09","",""
"19/12/2023 06:00:00 - 19/12/2023 07:00:00","BZN|HU","Without sequence","118.83","",""
"19/12/2023 07:00:00 - 19/12/2023 08:00:00","BZN|HU","Without sequence","137.95","",""
"19/12/2023 08:00:00 - 19/12/2023 09:00:00","BZN|HU","Without sequence","126.13","",""
"19/12/2023 09:00:00 - 19/12/2023 10:00:00","BZN|HU","Without sequence","95.17","",""
"19/12/2023 10:00:00 - 19/12/2023 11:00:00","BZN|HU","Without sequence","86.1","",""
"19/12/2023 11:00:00 - 19/12/2023 12:00:00","BZN|HU","Without sequence","79.71","",""
"19/12/2023 12:00:00 - 19/12/2023 13:00:00","BZN|HU","Without sequence","76.5","",""
"19/12/2023 13:00:00 - 19/12/2023 14:00:00","BZN|HU","Without sequence","79.49","",""
"19/12/2023 14:00:00 - 19/12/2023 15:00:00","BZN|HU","Without sequence","83.43","",""
"19/12/2023 15:00:00 - 19/12/2023 16:00:00","BZN|HU","Without sequence","127.43","",""
"19/12/2023 16:00:00 - 19/12/2023 17:00:00","BZN|HU","Without sequence","155.52","",""
"19/12/2023 17:00:00 - 19/12/2023 18:00:00","BZN|HU","Without sequence","157.69","",""
"19/12/2023 18:00:00 - 19/12/2023 19:00:00","BZN|HU","Without sequence","153.08","",""
"19/12/2023 19:00:00 - 19/12/2023 20:00:00","BZN|HU","Without sequence","151.65","",""
"19/12/2023 20:00:00 - 19/12/2023 21:00:00","BZN|HU","Without sequence","127.83","",""
"19/12/2023 21:00:00 - 19/12/2023 22:00:00","BZN|HU","Without sequence","115.41","",""
"19/12/2023 22:00:00 - 19/12/2023 23:00:00","BZN|HU","Without sequence","114.52","",""
"19/12/2023 23:00:00 - 20/12/2023 00:00:00","BZN|HU","Without sequence","62.99","",""
"20/12/2023 00:00:00 - 20/12/2023 01:00:00","BZN|HU","Without sequence","57.85","",""
"20/12/2023 01:00:00 - 20/12/2023 02:00:00","BZN|HU","Without sequence","50.48","",""
"20/12/2023 02:00:00 - 20/12/2023 03:00:00","BZN|HU","Without sequence","48.0","",""
"20/12/2023 03:00:00 - 20/12/2023 04:00:00","BZN|HU","Without sequence","39.98","",""
"20/12/2023 04:00:00 - 20/12/2023 05:00:00","BZN|HU","Without sequence","55.55","",""
"20/12/2023 05:00:00 - 20/12/2023 06:00:00","BZN|HU","Without sequence","59.83","",""
"20/12/2023 06:00:00 - 20/12/2023 07:00:00","BZN|HU","Without sequence","105.17","",""
"20/12/2023 07:00:00 - 20/12/2023 08:00:00","BZN|HU","Without sequence","183.11","",""
"20/12/2023 08:00:00 - 20/12/2023 09:00:00","BZN|HU","Without sequence","119.82","",""
"20/12/2023 09:00:00 - 20/12/2023 10:00:00","BZN|HU","Without sequence","95.05","",""
"20/12/2023 10:00:00 - 20/12/2023 11:00:00","BZN|HU","Without sequence","84.04","",""
"20/12/2023 11:00:00 - 20/12/2023 12:00:00","BZN|HU","Without sequence","76.05","",""
"20/12/2023 12:00:00 - 20/12/2023 13:00:00","BZN|HU","Without sequence","73.24","",""
"20/12/2023 13:00:00 - 20/12/2023 14:00:00","BZN|HU","Without sequence","76.68","",""
"20/12/2023 14:00:00 - 20/12/2023 15:00:00","BZN|HU","Without sequence","88.03","",""
"20/12/2023 15:00:00 - 20/12/2023 16:00:00","BZN|HU","Without sequence","95.44","",""
"20/12/2023 16:00:00 - 20/12/2023 17:00:00","BZN|HU","Without sequence","110.21","",""
"20/12/2023 17:00:00 - 20/12/2023 18:00:00","BZN|HU","Without sequence","107.04","",""
"20/12/2023 18:00:00 - 20/12/2023 19:00:00","BZN|HU","Without sequence","93.27","",""
"20/12/2023 19:00:00 - 20/12/2023 20:00:00","BZN|HU","Without sequence","84.7","",""
"20/12/2023 20:00:00 - 20/12/2023 21:00:00","BZN|HU","Without sequence","77.55","",""
"20/12/2023 21:00:00 - 20/12/2023 22:00:00","BZN|HU","Without sequence","66.27","",""
"20/12/2023 22:00:00 - 20/12/2023 23:00:00","BZN|HU","Without sequence","61.42","",""
"20/12/2023 23:00:00 - 21/12/2023 00:00:00","BZN|HU","Without sequence","51.58","",""
"21/12/2023 00:00:00 - 21/12/2023 01:00:00","BZN|HU","Without sequence","37.92","",""
"21/12/2023 01:00:00 - 21/12/2023 02:00:00","BZN|HU","Without sequence","36.12","",""
"21/12/2023 02:00:00 - 21/12/2023 03:00:00","BZN|HU","Without sequence","28.77","",""
"21/12/2023 03:00:00 - 21/12/2023 04:00:00","BZN|HU","Without sequence","19.12","",""
"21/12/2023 04:00:00 - 21/12/2023 05:00:00","BZN|HU","Without sequence","19.27","",""
"21/12/2023 05:00:00 - 21/12/2023 06:00:00","BZN|HU","Without sequence","43.98","",""
"21/12/2023 06:00:00 - 21/12/2023 07:00:00","BZN|HU","Without sequence","75.49","",""
"21/12/2023 07:00:00 - 21/12/2023 08:00:00","BZN|HU","Without sequence","121.36","",""
"21/12/2023 08:00:00 - 21/12/2023 09:00:00","BZN|HU","Without sequence","124.15","",""
"21/12/2023 09:00:00 - 21/12/2023 10:00:00","BZN|HU","Without sequence","115.29","",""
"21/12/2023 10:00:00 - 21/12/2023 11:00:00","BZN|HU","Without sequence","93.85","",""
"21/12/2023 11:00:00 - 21/12/2023 12:00:00","BZN|HU","Without sequence","91.2","",""
"21/12/2023 12:00:00 - 21/12/2023 13:00:00","BZN|HU","Without sequence","95.0","",""
"21/12/2023 13:00:00 - 21/12/2023 14:00:00","BZN|HU","Without sequence","122.0","",""
"21/12/2023 14:00:00 - 21/12/2023 15:00:00","BZN|HU","Without sequence","131.93","",""
"21/12/2023 15:00:00 - 21/12/2023 16:00:00","BZN|HU","Without sequence","137.73","",""
"21/12/2023 16:00:00 - 21/12/2023 17:00:00","BZN|HU","Without sequence","166.79","",""
"21/12/2023 17:00:00 - 21/12/2023 18:00:00","BZN|HU","Without sequence","144.73","",""
"21/12/2023 18:00:00 - 21/12/2023 19:00:00","BZN|HU","Without sequence","126.69","",""
"21/12/2023 19:00:00 - 21/12/2023 20:00:00","BZN|HU","Without sequence","112.82","",""
"21/12/2023 20:00:00 - 21/12/2023 21:00:00","BZN|HU","Without sequence","96.57","",""
"21/12/2023 21:00:00 - 21/12/2023 22:00:00","BZN|HU","Without sequence","86.35","",""
"21/12/2023 22:00:00 - 21/12/2023 23:00:00","BZN|HU","Without sequence","53.93","",""
"21/12/2023 23:00:00 - 22/12/2023 00:00:00","BZN|HU","Without sequence","25.99","",""
"22/12/2023 00:00:00 - 22/12/2023 01:00:00","BZN|HU","Without sequence","9.35","",""
"22/12/2023 01:00:00 - 22/12/2023 02:00:00","BZN|HU","Without sequence","5.31","",""
"22/12/2023 02:00:00 - 22/12/2023 03:00:00","BZN|HU","Without sequence","2.77","",""
"22/12/2023 03:00:00 - 22/12/2023 04:00:00","BZN|HU","Without sequence","2.14","",""
"22/12/2023 04:00:00 - 22/12/2023 05:00:00","BZN|HU","Without sequence","2.88","",""
"22/12/2023 05:00:00 - 22/12/2023 06:00:00","BZN|HU","Without sequence","30.42","",""
"22/12/2023 06:00:00 - 22/12/2023 07:00:00","BZN|HU","Without sequence","80.05","",""
"22/12/2023 07:00:00 - 22/12/2023 08:00:00","BZN|HU","Without sequence","90.54","",""
"22/12/2023 08:00:00 - 22/12/2023 09:00:00","BZN|HU","Without sequence","56.97","",""
"22/12/2023 09:00:00 - 22/12/2023 10:00:00","BZN|HU","Without sequence","62.56","",""
"22/12/2023 10:00:00 - 22/12/2023 11:00:00","BZN|HU","Without sequence","50.72","",""
"22/12/2023 11:00:00 - 22/12/2023 12:00:00","BZN|HU","Without sequence","48.52","",""
"22/12/2023 12:00:00 - 22/12/2023 13:00:00","BZN|HU","Without sequence","48.97","",""
"22/12/2023 13:00:00 - 22/12/2023 14:00:00","BZN|HU","Without sequence","55.34","",""
"22/12/2023 14:00:00 - 22/12/2023 15:00:00","BZN|HU","Without sequence","55.75","",""
"22/12/2023 15:00:00 - 22/12/2023 16:00:00","BZN|HU","Without sequence","59.55","",""
"22/12/2023 16:00:00 - 22/12/2023 17:00:00","BZN|HU","Without sequence","52.1","",""
"22/12/2023 17:00:00 - 22/12/2023 18:00:00","BZN|HU","Without sequence","52.66","",""
"22/12/2023 18:00:00 - 22/12/2023 19:00:00","BZN|HU","Without sequence","57.35","",""
"22/12/2023 19:00:00 - 22/12/2023 20:00:00","BZN|HU","Without sequence","54.18","",""
"22/12/2023 20:00:00 - 22/12/2023 21:00:00","BZN|HU","Without sequence","48.36","",""
"22/12/2023 21:00:00 - 22/12/2023 22:00:00","BZN|HU","Without sequence","34.42","",""
"22/12/2023 22:00:00 - 22/12/2023 23:00:00","BZN|HU","Without sequence","30.41","",""
"22/12/2023 23:00:00 - 23/12/2023 00:00:00","BZN|HU","Without sequence","12.0","",""
"23/12/2023 00:00:00 - 23/12/2023 01:00:00","BZN|HU","Without sequence","6.89","",""
"23/12/2023 01:00:00 - 23/12/2023 02:00:00","BZN|HU","Without sequence","0.94","",""
"23/12/2023 02:00:00 - 23/12/2023 03:00:00","BZN|HU","Without sequence","0.06","",""
"23/12/2023 03:00:00 - 23/12/2023 04:00:00","BZN|HU","Without sequence","0.03","",""
"23/12/2023 04:00:00 - 23/12/2023 05:00:00","BZN|HU","Without sequence","0.01","",""
"23/12/2023 05:00:00 - 23/12/2023 06:00:00","BZN|HU","Without sequence","0.01","",""
"23/12/2023 06:00:00 - 23/12/2023 07:00:00","BZN|HU","Without sequence","0.18","",""
"23/12/2023 07:00:00 - 23/12/2023 08:00:00","BZN|HU","Without sequence","7.43","",""
"23/12/2023 08:00:00 - 23/12/2023 09:00:00","BZN|HU","Without sequence","20.0","",""
"23/12/2023 09:00:00 - 23/12/2023 10:00:00","BZN|HU","Without sequence","42.08","",""
"23/12/2023 10:00:00 - 23/12/2023 11:00:00","BZN|HU","Without sequence","42.98","",""
"23/12/2023 11:00:00 - 23/12/2023 12:00:00","BZN|HU","Without sequence","47.06","",""
"23/12/2023 12:00:00 - 23/12/2023 13:00:00","BZN|HU","Without sequence","48.29","",""
"23/12/2023 13:00:00 - 23/12/2023 14:00:00","BZN|HU","Without sequence","48.05","",""
"23/12/2023 14:00:00 - 23/12/2023 15:00:00","BZN|HU","Without sequence","50.24","",""
"23/12/2023 15:00:00 - 23/12/2023 16:00:00","BZN|HU","Without sequence","58.69","",""
"23/12/2023 16:00:00 - 23/12/2023 17:00:00","BZN|HU","Without sequence","75.2","",""
"23/12/2023 17:00:00 - 23/12/2023 18:00:00","BZN|HU","Without sequence","77.24","",""
"23/12/2023 18:00:00 - 23/12/2023 19:00:00","BZN|HU","Without sequence","69.57","",""
"23/12/2023 19:00:00 - 23/12/2023 20:00:00","BZN|HU","Without sequence","65.82","",""
"23/12/2023 20:00:00 - 23/12/2023 21:00:00","BZN|HU","Without sequence","50.36","",""
"23/12/2023 21:00:00 - 23/12/2023 22:00:00","BZN|HU","Without sequence","39.6","",""
"23/12/2023 22:00:00 - 23/12/2023 23:00:00","BZN|HU","Without sequence","23.07","",""
"23/12/2023 23:00:00 - 24/12/2023 00:00:00","BZN|HU","Without sequence","10.66","",""
"24/12/2023 00:00:00 - 24/12/2023 01:00:00","BZN|HU","Without sequence","7.43","",""
"24/12/2023 01:00:00 - 24/12/2023 02:00:00","BZN|HU","Without sequence","3.48","",""
"24/12/2023 02:00:00 - 24/12/2023 03:00:00","BZN|HU","Without sequence","6.23","",""
"24/12/2023 03:00:00 - 24/12/2023 04:00:00","BZN|HU","Without sequence","6.24","",""
"24/12/2023 04:00:00 - 24/12/2023 05:00:00","BZN|HU","Without sequence","7.72","",""
"24/12/2023 05:00:00 - 24/12/2023 06:00:00","BZN|HU","Without sequence","7.25","",""
"24/12/2023 06:00:00 - 24/12/2023 07:00:00","BZN|HU","Without sequence","17.0","",""
"24/12/2023 07:00:00 - 24/12/2023 08:00:00","BZN|HU","Without sequence","33.82","",""
"24/12/2023 08:00:00 - 24/12/2023 09:00:00","BZN|HU","Without sequence","41.01","",""
"24/12/2023 09:00:00 - 24/12/2023 10:00:00","BZN|HU","Without sequence","47.5","",""
"24/12/2023 10:00:00 - 24/12/2023 11:00:00","BZN|HU","Without sequence","49.14","",""
"24/12/2023 11:00:00 - 24/12/2023 12:00:00","BZN|HU","Without sequence","44.39","",""
"24/12/2023 12:00:00 - 24/12/2023 13:00:00","BZN|HU","Without sequence","48.22","",""
"24/12/2023 13:00:00 - 24/12/2023 14:00:00","BZN|HU","Without sequence","57.51","",""
"24/12/2023 14:00:00 - 24/12/2023 15:00:00","BZN|HU","Without sequence","76.82","",""
"24/12/2023 15:00:00 - 24/12/2023 16:00:00","BZN|HU","Without sequence","139.74","",""
"24/12/2023 16:00:00 - 24/12/2023 17:00:00","BZN|HU","Without sequence","174.15","",""
"24/12/2023 17:00:00 - 24/12/2023 18:00:00","BZN|HU","Without sequence","151.0","",""
"24/12/2023 18:00:00 - 24/12/2023 19:00:00","BZN|HU","Without sequence","66.23","",""
"24/12/2023 19:00:00 - 24/12/2023 20:00:00","BZN|HU","Without sequence","39.0","",""
"24/12/2023 20:00:00 - 24/12/2023 21:00:00","BZN|HU","Without sequence","14.49","",""
"24/12/2023 21:00:00 - 24/12/2023 22:00:00","BZN|HU","Without sequence","3.74","",""
"24/12/2023 22:00:00 - 24/12/2023 23:00:00","BZN|HU","Without sequence","11.5","",""
"24/12/2023 23:00:00 - 25/12/2023 00:00:00","BZN|HU","Without sequence","0.98","",""
"25/12/2023 00:00:00 - 25/12/2023 01:00:00","BZN|HU","Without sequence","-3.34","",""
"25/12/2023 01:00:00 - 25/12/2023 02:00:00","BZN|HU","Without sequence","-4.54","",""
"25/12/2023 02:00:00 - 25/12/2023 03:00:00","BZN|HU","Without sequence","-7.23","",""
"25/12/2023 03:00:00 - 25/12/2023 04:00:00","BZN|HU","Without sequence","-10.43","",""
"25/12/2023 04:00:00 - 25/12/2023 05:00:00","BZN|HU","Without sequence","-13.01","",""
"25/12/2023 05:00:00 - 25/12/2023 06:00:00","BZN|HU","Without sequence","-6.54","",""
"25/12/2023 06:00:00 - 25/12/2023 07:00:00","BZN|HU","Without sequence","-7.09","",""
"25/12/2023 07:00:00 - 25/12/2023 08:00:00","BZN|HU","Without sequence","-3.9","",""
"25/12/2023 08:00:00 - 25/12/2023 09:00:00","BZN|HU","Without sequence","0.01","",""
"25/12/2023 09:00:00 - 25/12/2023 10:00:00","BZN|HU","Without sequence","0.24","",""
"25/12/2023 10:00:00 - 25/12/2023 11:00:00","BZN|HU","Without sequence","0.29","",""
"25/12/2023 11:00:00 - 25/12/2023 12:00:00","BZN|HU","Without sequence","0.22","",""
"25/12/2023 12:00:00 - 25/12/2023 13:00:00","BZN|HU","Without sequence","0.0","",""
"25/12/2023 13:00:00 - 25/12/2023 14:00:00","BZN|HU","Without sequence","0.0","",""
"25/12/2023 14:00:00 - 25/12/2023 15:00:00","BZN|HU","Without sequence","0.02","",""
"25/12/2023 15:00:00 - 25/12/2023 16:00:00","BZN|HU","Without sequence","2.37","",""
"25/12/2023 16:00:00 - 25/12/2023 17:00:00","BZN|HU","Without sequence","11.87","",""
"25/12/2023 17:00:00 - 25/12/2023 18:00:00","BZN|HU","Without sequence","20.02","",""
"25/12/2023 18:00:00 - 25/12/2023 19:00:00","BZN|HU","Without sequence","19.59","",""
"25/12/2023 19:00:00 - 25/12/2023 20:00:00","BZN|HU","Without sequence","15.48","",""
"25/12/2023 20:00:00 - 25/12/2023 21:00:00","BZN|HU","Without sequence","10.06","",""
"25/12/2023 21:00:00 - 25/12/2023 22:00:00","BZN|HU","Without sequence","10.48","",""
"25/12/2023 22:00:00 - 25/12/2023 23:00:00","BZN|HU","Without sequence","5.7","",""
