"MTU (CET/CEST)","Area","Sequence","Day-ahead (EUR/MWh)","Intraday Period (CET/CEST)","Energy Price (EUR/MWh)"
"30/04/2022 00:00:00 - 30/04/2022 01:00:00","BZN|HU","Without sequence","204.78","",""
"30/04/2022 01:00:00 - 30/04/2022 02:00:00","BZN|HU","Without sequence","189.1","",""
"30/04/2022 02:00:00 - 30/04/2022 03:00:00","BZN|HU","Without sequence","189.91","",""
"30/04/2022 03:00:00 - 30/04/2022 04:00:00","BZN|HU","Without sequence","187.47","",""
"30/04/2022 04:00:00 - 30/04/2022 05:00:00","BZN|HU","Without sequence","189.96","",""
"30/04/2022 05:00:00 - 30/04/2022 06:00:00","BZN|HU","Without sequence","194.81","",""
"30/04/2022 06:00:00 - 30/04/2022 07:00:00","BZN|HU","Without sequence","201.0","",""
"30/04/2022 07:00:00 - 30/04/2022 08:00:00","BZN|HU","Without sequence","206.59","",""
"30/04/2022 08:00:00 - 30/04/2022 09:00:00","BZN|HU","Without sequence","210.01","",""
"30/04/2022 09:00:00 - 30/04/2022 10:00:00","BZN|HU","Without sequence","205.85","",""
"30/04/2022 10:00:00 - 30/04/2022 11:00:00","BZN|HU","Without sequence","195.95","",""
"30/04/2022 11:00:00 - 30/04/2022 12:00:00","BZN|HU","Without sequence","186.58","",""
"30/04/2022 12:00:00 - 30/04/2022 13:00:00","BZN|HU","Without sequence","180.04","",""
"30/04/2022 13:00:00 - 30/04/2022 14:00:00","BZN|HU","Without sequence","172.94","",""
"30/04/2022 14:00:00 - 30/04/2022 15:00:00","BZN|HU","Without sequence","166.35","",""
"30/04/2022 15:00:00 - 30/04/2022 16:00:00","BZN|HU","Without sequence","159.69","",""
"30/04/2022 16:00:00 - 30/04/2022 17:00:00","BZN|HU","Without sequence","166.65","",""
"30/04/2022 17:00:00 - 30/04/2022 18:00:00","BZN|HU","Without sequence","192.02","",""
"30/04/2022 18:00:00 - 30/04/2022 19:00:00","BZN|HU","Without sequence","226.09","",""
"30/04/2022 19:00:00 - 30/04/2022 20:00:00","BZN|HU","Without sequence","246.97","",""
"30/04/2022 20:00:00 - 30/04/2022 21:00:00","BZN|HU","Without sequence","254.23","",""
"30/04/2022 21:00:00 - 30/04/2022 22:00:00","BZN|HU","Without sequence","247.11","",""
"30/04/2022 22:00:00 - 30/04/2022 23:00:00","BZN|HU","Without sequence","239.09","",""
"30/04/2022 23:00:00 - 01/05/2022 00:00:00","BZN|HU","Without sequence","219.0","",""
"01/05/2022 00:00:00 - 01/05/2022 01:00:00","BZN|HU","Without sequence","206.0","",""
"01/05/2022 01:00:00 - 01/05/2022 02:00:00","BZN|HU","Without sequence","199.7","",""
"01/05/2022 02:00:00 - 01/05/2022 03:00:00","BZN|HU","Without sequence","197.56","",""
"01/05/2022 03:00:00 - 01/05/2022 04:00:00","BZN|HU","Without sequence","192.2","",""
"01/05/2022 04:00:00 - 01/05/2022 05:00:00","BZN|HU","Without sequence","197.43","",""
"01/05/2022 05:00:00 - 01/05/2022 06:00:00","BZN|HU","Without sequence","201.32","",""
"01/05/2022 06:00:00 - 01/05/2022 07:00:00","BZN|HU","Without sequence","195.0","",""
"01/05/2022 07:00:00 - 01/05/2022 08:00:00","BZN|HU","Without sequence","194.95","",""
"01/05/2022 08:00:00 - 01/05/2022 09:00:00","BZN|HU","Without sequence","186.94","",""
"01/05/2022 09:00:00 - 01/05/2022 10:00:00","BZN|HU","Without sequence","182.04","",""
"01/05/2022 10:00:00 - 01/05/2022 11:00:00","BZN|HU","Without sequence","177.31","",""
"01/05/2022 11:00:00 - 01/05/2022 12:00:00","BZN|HU","Without sequence","176.5","",""
"01/05/2022 12:00:00 - 01/05/2022 13:00:00","BZN|HU","Without sequence","174.92","",""
"01/05/2022 13:00:00 - 01/05/2022 14:00:00","BZN|HU","Without sequence","150.74","",""
"01/05/2022 14:00:00 - 01/05/2022 15:00:00","BZN|HU","Without sequence","140.4","",""
"01/05/2022 15:00:00 - 01/05/2022 16:00:00","BZN|HU","Without sequence","138.9","",""
"01/05/2022 16:00:00 - 01/05/2022 17:00:00","BZN|HU","Without sequence","155.9","",""
"01/05/2022 17:00:00 - 01/05/2022 18:00:00","BZN|HU","Without sequence","187.04","",""
"01/05/2022 18:00:00 - 01/05/2022 19:00:00","BZN|HU","Without sequence","215.85","",""
"01/05/2022 19:00:00 - 01/05/2022 20:00:00","BZN|HU","Without sequence","249.43","",""
"01/05/2022 20:00:00 - 01/05/2022 21:00:00","BZN|HU","Without sequence","254.94","",""
"01/05/2022 21:00:00 - 01/05/2022 22:00:00","BZN|HU","Without sequence","243.03","",""
"01/05/2022 22:00:00 - 01/05/2022 23:00:00","BZN|HU","Without sequence","239.72","",""
"01/05/2022 23:00:00 - 02/05/2022 00:00:00","BZN|HU","Without sequence","215.97","",""
"02/05/2022 00:00:00 - 02/05/2022 01:00:00","BZN|HU","Without sequence","206.46","",""
"02/05/2022 01:00:00 - 02/05/2022 02:00:00","BZN|HU","Without sequence","199.87","",""
"02/05/2022 02:00:00 - 02/05/2022 03:00:00","BZN|HU","Without sequence","194.69","",""
"02/05/2022 03:00:00 - 02/05/2022 04:00:00","BZN|HU","Without sequence","193.76","",""
"02/05/2022 04:00:00 - 02/05/2022 05:00:00","BZN|HU","Without sequence","196.34","",""
"02/05/2022 05:00:00 - 02/05/2022 06:00:00","BZN|HU","Without sequence","209.96","",""
"02/05/2022 06:00:00 - 02/05/2022 07:00:00","BZN|HU","Without sequence","248.88","",""
"02/05/2022 07:00:00 - 02/05/2022 08:00:00","BZN|HU","Without sequence","270.0","",""
"02/05/2022 08:00:00 - 02/05/2022 09:00:00","BZN|HU","Without sequence","264.57","",""
"02/05/2022 09:00:00 - 02/05/2022 10:00:00","BZN|HU","Without sequence","238.98","",""
"02/05/2022 10:00:00 - 02/05/2022 11:00:00","BZN|HU","Without sequence","194.27","",""
"02/05/2022 11:00:00 - 02/05/2022 12:00:00","BZN|HU","Without sequence","189.97","",""
"02/05/2022 12:00:00 - 02/05/2022 13:00:00","BZN|HU","Without sequence","190.68","",""
"02/05/2022 13:00:00 - 02/05/2022 14:00:00","BZN|HU","Without sequence","190.45","",""
"02/05/2022 14:00:00 - 02/05/2022 15:00:00","BZN|HU","Without sequence","187.65","",""
"02/05/2022 15:00:00 - 02/05/2022 16:00:00","BZN|HU","Without sequence","185.05","",""
"02/05/2022 16:00:00 - 02/05/2022 17:00:00","BZN|HU","Without sequence","188.2","",""
"02/05/2022 17:00:00 - 02/05/2022 18:00:00","BZN|HU","Without sequence","218.72","",""
"02/05/2022 18:00:00 - 02/05/2022 19:00:00","BZN|HU","Without sequence","244.11","",""
"02/05/2022 19:00:00 - 02/05/2022 20:00:00","BZN|HU","Without sequence","263.97","",""
"02/05/2022 20:00:00 - 02/05/2022 21:00:00","BZN|HU","Without sequence","265.41","",""
"02/05/2022 21:00:00 - 02/05/2022 22:00:00","BZN|HU","Without sequence","253.52","",""
"02/05/2022 22:00:00 - 02/05/2022 23:00:00","BZN|HU","Without sequence","241.11","",""
"02/05/2022 23:00:00 - 03/05/2022 00:00:00","BZN|HU","Without sequence","219.92","",""
"03/05/2022 00:00:00 - 03/05/2022 01:00:00","BZN|HU","Without sequence","184.5","",""
"03/05/2022 01:00:00 - 03/05/2022 02:00:00","BZN|HU","Without sequence","182.09","",""
"03/05/2022 02:00:00 - 03/05/2022 03:00:00","BZN|HU","Without sequence","184.08","",""
"03/05/2022 03:00:00 - 03/05/2022 04:00:00","BZN|HU","Without sequence","185.12","",""
"03/05/2022 04:00:00 - 03/05/2022 05:00:00","BZN|HU","Without sequence","187.04","",""
"03/05/2022 05:00:00 - 03/05/2022 06:00:00","BZN|HU","Without sequence","191.19","",""
"03/05/2022 06:00:00 - 03/05/2022 07:00:00","BZN|HU","Without sequence","236.26","",""
"03/05/2022 07:00:00 - 03/05/2022 08:00:00","BZN|HU","Without sequence","255.96","",""
"03/05/2022 08:00:00 - 03/05/2022 09:00:00","BZN|HU","Without sequence","255.96","",""
"03/05/2022 09:00:00 - 03/05/2022 10:00:00","BZN|HU","Without sequence","232.7","",""
"03/05/2022 10:00:00 - 03/05/2022 11:00:00","BZN|HU","Without sequence","206.07","",""
"03/05/2022 11:00:00 - 03/05/2022 12:00:00","BZN|HU","Without sequence","200.24","",""
"03/05/2022 12:00:00 - 03/05/2022 13:00:00","BZN|HU","Without sequence","198.06","",""
"03/05/2022 13:00:00 - 03/05/2022 14:00:00","BZN|HU","Without sequence","197.29","",""
"03/05/2022 14:00:00 - 03/05/2022 15:00:00","BZN|HU","Without sequence","194.89","",""
"03/05/2022 15:00:00 - 03/05/2022 16:00:00","BZN|HU","Without sequence","195.54","",""
"03/05/2022 16:00:00 - 03/05/2022 17:00:00","BZN|HU","Without sequence","197.99","",""
"03/05/2022 17:00:00 - 03/05/2022 18:00:00","BZN|HU","Without sequence","218.99","",""
"03/05/2022 18:00:00 - 03/05/2022 19:00:00","BZN|HU","Without sequence","249.96","",""
"03/05/2022 19:00:00 - 03/05/2022 20:00:00","BZN|HU","Without sequence","269.94","",""
"03/05/2022 20:00:00 - 03/05/2022 21:00:00","BZN|HU","Without sequence","273.04","",""
"03/05/2022 21:00:00 - 03/05/2022 22:00:00","BZN|HU","Without sequence","261.77","",""
"03/05/2022 22:00:00 - 03/05/2022 23:00:00","BZN|HU","Without sequence","253.21","",""
"03/05/2022 23:00:00 - 04/05/2022 00:00:00","BZN|HU","Without sequence","228.94","",""
"04/05/2022 00:00:00 - 04/05/2022 01:00:00","BZN|HU","Without sequence","206.0","",""
"04/05/2022 01:00:00 - 04/05/2022 02:00:00","BZN|HU","Without sequence","200.0","",""
"04/05/2022 02:00:00 - 04/05/2022 03:00:00","BZN|HU","Without sequence","200.34","",""
"04/05/2022 03:00:00 - 04/05/2022 04:00:00","BZN|HU","Without sequence","201.12","",""
"04/05/2022 04:00:00 - 04/05/2022 05:00:00","BZN|HU","Without sequence","201.14","",""
"04/05/2022 05:00:00 - 04/05/2022 06:00:00","BZN|HU","Without sequence","224.32","",""
"04/05/2022 06:00:00 - 04/05/2022 07:00:00","BZN|HU","Without sequence","256.58","",""
"04/05/2022 07:00:00 - 04/05/2022 08:00:00","BZN|HU","Without sequence","296.9","",""
"04/05/2022 08:00:00 - 04/05/2022 09:00:00","BZN|HU","Without sequence","280.1","",""
"04/05/2022 09:00:00 - 04/05/2022 10:00:00","BZN|HU","Without sequence","255.09","",""
"04/05/2022 10:00:00 - 04/05/2022 11:00:00","BZN|HU","Without sequence","227.84","",""
"04/05/2022 11:00:00 - 04/05/2022 12:00:00","BZN|HU","Without sequence","214.86","",""
"04/05/2022 12:00:00 - 04/05/2022 13:00:00","BZN|HU","Without sequence","209.05","",""
"04/05/2022 13:00:00 - 04/05/2022 14:00:00","BZN|HU","Without sequence","206.07","",""
"04/05/2022 14:00:00 - 04/05/2022 15:00:00","BZN|HU","Without sequence","202.45","",""
"04/05/2022 15:00:00 - 04/05/2022 16:00:00","BZN|HU","Without sequence","200.73","",""
"04/05/2022 16:00:00 - 04/05/2022 17:00:00","BZN|HU","Without sequence","206.24","",""
"04/05/2022 17:00:00 - 04/05/2022 18:00:00","BZN|HU","Without sequence","233.85","",""
"04/05/2022 18:00:00 - 04/05/2022 19:00:00","BZN|HU","Without sequence","249.98","",""
"04/05/2022 19:00:00 - 04/05/2022 20:00:00","BZN|HU","Without sequence","275.44","",""
"04/05/2022 20:00:00 - 04/05/2022 21:00:00","BZN|HU","Without sequence","305.89","",""
"04/05/2022 21:00:00 - 04/05/2022 22:00:00","BZN|HU","Without sequence","263.37","",""
"04/05/2022 22:00:00 - 04/05/2022 23:00:00","BZN|HU","Without sequence","246.9","",""
"04/05/2022 23:00:00 - 05/05/2022 00:00:00","BZN|HU","Without sequence","232.47","",""
"05/05/2022 00:00:00 - 05/05/2022 01:00:00","BZN|HU","Without sequence","225.2","",""
"05/05/2022 01:00:00 - 05/05/2022 02:00:00","BZN|HU","Without sequence","208.44","",""
"05/05/2022 02:00:00 - 05/05/2022 03:00:00","BZN|HU","Without sequence","208.12","",""
"05/05/2022 03:00:00 - 05/05/2022 04:00:00","BZN|HU","Without sequence","205.09","",""
"05/05/2022 04:00:00 - 05/05/2022 05:00:00","BZN|HU","Without sequence","204.9","",""
"05/05/2022 05:00:00 - 05/05/2022 06:00:00","BZN|HU","Without sequence","220.77","",""
"05/05/2022 06:00:00 - 05/05/2022 07:00:00","BZN|HU","Without sequence","254.96","",""
"05/05/2022 07:00:00 - 05/05/2022 08:00:00","BZN|HU","Without sequence","275.06","",""
"05/05/2022 08:00:00 - 05/05/2022 09:00:00","BZN|HU","Without sequence","268.02","",""
"05/05/2022 09:00:00 - 05/05/2022 10:00:00","BZN|HU","Without sequence","252.96","",""
"05/05/2022 10:00:00 - 05/05/2022 11:00:00","BZN|HU","Without sequence","235.03","",""
"05/05/2022 11:00:00 - 05/05/2022 12:00:00","BZN|HU","Without sequence","232.09","",""
"05/05/2022 12:00:00 - 05/05/2022 13:00:00","BZN|HU","Without sequence","225.1","",""
"05/05/2022 13:00:00 - 05/05/2022 14:00:00","BZN|HU","Without sequence","215.04","",""
"05/05/2022 14:00:00 - 05/05/2022 15:00:00","BZN|HU","Without sequence","210.9","",""
"05/05/2022 15:00:00 - 05/05/2022 16:00:00","BZN|HU","Without sequence","220.06","",""
"05/05/2022 16:00:00 - 05/05/2022 17:00:00","BZN|HU","Without sequence","214.96","",""
"05/05/2022 17:00:00 - 05/05/2022 18:00:00","BZN|HU","Without sequence","229.0","",""
"05/05/2022 18:00:00 - 05/05/2022 19:00:00","BZN|HU","Without sequence","248.73","",""
"05/05/2022 19:00:00 - 05/05/2022 20:00:00","BZN|HU","Without sequence","263.0","",""
"05/05/2022 20:00:00 - 05/05/2022 21:00:00","BZN|HU","Without sequence","311.24","",""
"05/05/2022 21:00:00 - 05/05/2022 22:00:00","BZN|HU","Without sequence","259.96","",""
"05/05/2022 22:00:00 - 05/05/2022 23:00:00","BZN|HU","Without sequence","251.84","",""
"05/05/2022 23:00:00 - 06/05/2022 00:00:00","BZN|HU","Without sequence","238.52","",""
"06/05/2022 00:00:00 - 06/05/2022 01:00:00","BZN|HU","Without sequence","220.69","",""
"06/05/2022 01:00:00 - 06/05/2022 02:00:00","BZN|HU","Without sequence","213.74","",""
"06/05/2022 02:00:00 - 06/05/2022 03:00:00","BZN|HU","Without sequence","207.56","",""
"06/05/2022 03:00:00 - 06/05/2022 04:00:00","BZN|HU","Without sequence","204.02","",""
"06/05/2022 04:00:00 - 06/05/2022 05:00:00","BZN|HU","Without sequence","206.57","",""
"06/05/2022 05:00:00 - 06/05/2022 06:00:00","BZN|HU","Without sequence","219.07","",""
"06/05/2022 06:00:00 - 06/05/2022 07:00:00","BZN|HU","Without sequence","255.91","",""
"06/05/2022 07:00:00 - 06/05/2022 08:00:00","BZN|HU","Without sequence","274.92","",""
"06/05/2022 08:00:00 - 06/05/2022 09:00:00","BZN|HU","Without sequence","262.97","",""
"06/05/2022 09:00:00 - 06/05/2022 10:00:00","BZN|HU","Without sequence","236.8","",""
"06/05/2022 10:00:00 - 06/05/2022 11:00:00","BZN|HU","Without sequence","220.0","",""
"06/05/2022 11:00:00 - 06/05/2022 12:00:00","BZN|HU","Without sequence","208.13","",""
"06/05/2022 12:00:00 - 06/05/2022 13:00:00","BZN|HU","Without sequence","207.4","",""
"06/05/2022 13:00:00 - 06/05/2022 14:00:00","BZN|HU","Without sequence","191.81","",""
"06/05/2022 14:00:00 - 06/05/2022 15:00:00","BZN|HU","Without sequence","190.01","",""
"06/05/2022 15:00:00 - 06/05/2022 16:00:00","BZN|HU","Without sequence","187.01","",""
"06/05/2022 16:00:00 - 06/05/2022 17:00:00","BZN|HU","Without sequence","192.7","",""
"06/05/2022 17:00:00 - 06/05/2022 18:00:00","BZN|HU","Without sequence","211.59","",""
"06/05/2022 18:00:00 - 06/05/2022 19:00:00","BZN|HU","Without sequence","239.09","",""
"06/05/2022 19:00:00 - 06/05/2022 20:00:00","BZN|HU","Without sequence","256.79","",""
"06/05/2022 20:00:00 - 06/05/2022 21:00:00","BZN|HU","Without sequence","262.69","",""
"06/05/2022 21:00:00 - 06/05/2022 22:00:00","BZN|HU","Without sequence","255.91","",""
"06/05/2022 22:00:00 - 06/05/2022 23:00:00","BZN|HU","Without sequence","247.78","",""
"06/05/2022 23:00:00 - 07/05/2022 00:00:00","BZN|HU","Without sequence","235.46","",""
"07/05/2022 00:00:00 - 07/05/2022 01:00:00","BZN|HU","Without sequence","225.12","",""
"07/05/2022 01:00:00 - 07/05/2022 02:00:00","BZN|HU","Without sequence","216.94","",""
"07/05/2022 02:00:00 - 07/05/2022 03:00:00","BZN|HU","Without sequence","207.36","",""
"07/05/2022 03:00:00 - 07/05/2022 04:00:00","BZN|HU","Without sequence","200.01","",""
"07/05/2022 04:00:00 - 07/05/2022 05:00:00","BZN|HU","Without sequence","199.5","",""
"07/05/2022 05:00:00 - 07/05/2022 06:00:00","BZN|HU","Without sequence","200.1","",""
"07/05/2022 06:00:00 - 07/05/2022 07:00:00","BZN|HU","Without sequence","201.78","",""
"07/05/2022 07:00:00 - 07/05/2022 08:00:00","BZN|HU","Without sequence","216.28","",""
"07/05/2022 08:00:00 - 07/05/2022 09:00:00","BZN|HU","Without sequence","217.04","",""
"07/05/2022 09:00:00 - 07/05/2022 10:00:00","BZN|HU","Without sequence","208.57","",""
"07/05/2022 10:00:00 - 07/05/2022 11:00:00","BZN|HU","Without sequence","194.17","",""
"07/05/2022 11:00:00 - 07/05/2022 12:00:00","BZN|HU","Without sequence","190.67","",""
"07/05/2022 12:00:00 - 07/05/2022 13:00:00","BZN|HU","Without sequence","186.55","",""
"07/05/2022 13:00:00 - 07/05/2022 14:00:00","BZN|HU","Without sequence","174.37","",""
"07/05/2022 14:00:00 - 07/05/2022 15:00:00","BZN|HU","Without sequence","166.7","",""
"07/05/2022 15:00:00 - 07/05/2022 16:00:00","BZN|HU","Without sequence","159.17","",""
"07/05/2022 16:00:00 - 07/05/2022 17:00:00","BZN|HU","Without sequence","168.22","",""
"07/05/2022 17:00:00 - 07/05/2022 18:00:00","BZN|HU","Without sequence","185.3","",""
"07/05/2022 18:00:00 - 07/05/2022 19:00:00","BZN|HU","Without sequence","201.62","",""
"07/05/2022 19:00:00 - 07/05/2022 20:00:00","BZN|HU","Without sequence","222.74","",""
"07/05/2022 20:00:00 - 07/05/2022 21:00:00","BZN|HU","Without sequence","231.57","",""
"07/05/2022 21:00:00 - 07/05/2022 22:00:00","BZN|HU","Without sequence","229.0","",""
"07/05/2022 22:00:00 - 07/05/2022 23:00:00","BZN|HU","Without sequence","223.12","",""
"07/05/2022 23:00:00 - 08/05/2022 00:00:00","BZN|HU","Without sequence","208.38","",""
"08/05/2022 00:00:00 - 08/05/2022 01:00:00","BZN|HU","Without sequence","208.1","",""
"08/05/2022 01:00:00 - 08/05/2022 02:00:00","BZN|HU","Without sequence","193.3","",""
"08/05/2022 02:00:00 - 08/05/2022 03:00:00","BZN|HU","Without sequence","191.92","",""
"08/05/2022 03:00:00 - 08/05/2022 04:00:00","BZN|HU","Without sequence","186.01","",""
"08/05/2022 04:00:00 - 08/05/2022 05:00:00","BZN|HU","Without sequence","182.98","",""
"08/05/2022 05:00:00 - 08/05/2022 06:00:00","BZN|HU","Without sequence","186.06","",""
"08/05/2022 06:00:00 - 08/05/2022 07:00:00","BZN|HU","Without sequence","184.97","",""
"08/05/2022 07:00:00 - 08/05/2022 08:00:00","BZN|HU","Without sequence","185.93","",""
"08/05/2022 08:00:00 - 08/05/2022 09:00:00","BZN|HU","Without sequence","183.62","",""
"08/05/2022 09:00:00 - 08/05/2022 10:00:00","BZN|HU","Without sequence","163.45","",""
"08/05/2022 10:00:00 - 08/05/2022 11:00:00","BZN|HU","Without sequence","140.33","",""
"08/05/2022 11:00:00 - 08/05/2022 12:00:00","BZN|HU","Without sequence","123.17","",""
"08/05/2022 12:00:00 - 08/05/2022 13:00:00","BZN|HU","Without sequence","128.06","",""
"08/05/2022 13:00:00 - 08/05/2022 14:00:00","BZN|HU","Without sequence","92.66","",""
"08/05/2022 14:00:00 - 08/05/2022 15:00:00","BZN|HU","Without sequence","85.35","",""
"08/05/2022 15:00:00 - 08/05/2022 16:00:00","BZN|HU","Without sequence","93.26","",""
"08/05/2022 16:00:00 - 08/05/2022 17:00:00","BZN|HU","Without sequence","113.6","",""
"08/05/2022 17:00:00 - 08/05/2022 18:00:00","BZN|HU","Without sequence","155.8","",""
"08/05/2022 18:00:00 - 08/05/2022 19:00:00","BZN|HU","Without sequence","196.04","",""
"08/05/2022 19:00:00 - 08/05/2022 20:00:00","BZN|HU","Without sequence","234.6","",""
"08/05/2022 20:00:00 - 08/05/2022 21:00:00","BZN|HU","Without sequence","259.25","",""
"08/05/2022 21:00:00 - 08/05/2022 22:00:00","BZN|HU","Without sequence","242.94","",""
"08/05/2022 22:00:00 - 08/05/2022 23:00:00","BZN|HU","Without sequence","225.91","",""
"08/05/2022 23:00:00 - 09/05/2022 00:00:00","BZN|HU","Without sequence","217.9","",""
"09/05/2022 00:00:00 - 09/05/2022 01:00:00","BZN|HU","Without sequence","209.08","",""
"09/05/2022 01:00:00 - 09/05/2022 02:00:00","BZN|HU","Without sequence","199.21","",""
"09/05/2022 02:00:00 - 09/05/2022 03:00:00","BZN|HU","Without sequence","196.07","",""
"09/05/2022 03:00:00 - 09/05/2022 04:00:00","BZN|HU","Without sequence","191.11","",""
"09/05/2022 04:00:00 - 09/05/2022 05:00:00","BZN|HU","Without sequence","193.68","",""
"09/05/2022 05:00:00 - 09/05/2022 06:00:00","BZN|HU","Without sequence","219.84","",""
"09/05/2022 06:00:00 - 09/05/2022 07:00:00","BZN|HU","Without sequence","247.69","",""
"09/05/2022 07:00:00 - 09/05/2022 08:00:00","BZN|HU","Without sequence","288.13","",""
"09/05/2022 08:00:00 - 09/05/2022 09:00:00","BZN|HU","Without sequence","250.89","",""
"09/05/2022 09:00:00 - 09/05/2022 10:00:00","BZN|HU","Without sequence","219.21","",""
"09/05/2022 10:00:00 - 09/05/2022 11:00:00","BZN|HU","Without sequence","199.95","",""
"09/05/2022 11:00:00 - 09/05/2022 12:00:00","BZN|HU","Without sequence","195.22","",""
"09/05/2022 12:00:00 - 09/05/2022 13:00:00","BZN|HU","Without sequence","188.71","",""
"09/05/2022 13:00:00 - 09/05/2022 14:00:00","BZN|HU","Without sequence","186.87","",""
"09/05/2022 14:00:00 - 09/05/2022 15:00:00","BZN|HU","Without sequence","190.01","",""
"09/05/2022 15:00:00 - 09/05/2022 16:00:00","BZN|HU","Without sequence","227.39","",""
"09/05/2022 16:00:00 - 09/05/2022 17:00:00","BZN|HU","Without sequence","240.43","",""
"09/05/2022 17:00:00 - 09/05/2022 18:00:00","BZN|HU","Without sequence","222.0","",""
"09/05/2022 18:00:00 - 09/05/2022 19:00:00","BZN|HU","Without sequence","260.0","",""
"09/05/2022 19:00:00 - 09/05/2022 20:00:00","BZN|HU","Without sequence","349.54","",""
"09/05/2022 20:00:00 - 09/05/2022 21:00:00","BZN|HU","Without sequence","409.91","",""
"09/05/2022 21:00:00 - 09/05/2022 22:00:00","BZN|HU","Without sequence","307.83","",""
"09/05/2022 22:00:00 - 09/05/2022 23:00:00","BZN|HU","Without sequence","270.0","",""
"09/05/2022 23:00:00 - 10/05/2022 00:00:00","BZN|HU","Without sequence","245.81","",""
"10/05/2022 00:00:00 - 10/05/2022 01:00:00","BZN|HU","Without sequence","228.19","",""
"10/05/2022 01:00:00 - 10/05/2022 02:00:00","BZN|HU","Without sequence","217.26","",""
"10/05/2022 02:00:00 - 10/05/2022 03:00:00","BZN|HU","Without sequence","184.96","",""
"10/05/2022 03:00:00 - 10/05/2022 04:00:00","BZN|HU","Without sequence","169.98","",""
"10/05/2022 04:00:00 - 10/05/2022 05:00:00","BZN|HU","Without sequence","169.0","",""
"10/05/2022 05:00:00 - 10/05/2022 06:00:00","BZN|HU","Without sequence","190.36","",""
"10/05/2022 06:00:00 - 10/05/2022 07:00:00","BZN|HU","Without sequence","224.08","",""
"10/05/2022 07:00:00 - 10/05/2022 08:00:00","BZN|HU","Without sequence","237.95","",""
"10/05/2022 08:00:00 - 10/05/2022 09:00:00","BZN|HU","Without sequence","232.72","",""
"10/05/2022 09:00:00 - 10/05/2022 10:00:00","BZN|HU","Without sequence","210.25","",""
"10/05/2022 10:00:00 - 10/05/2022 11:00:00","BZN|HU","Without sequence","190.8","",""
"10/05/2022 11:00:00 - 10/05/2022 12:00:00","BZN|HU","Without sequence","174.1","",""
"10/05/2022 12:00:00 - 10/05/2022 13:00:00","BZN|HU","Without sequence","186.02","",""
"10/05/2022 13:00:00 - 10/05/2022 14:00:00","BZN|HU","Without sequence","174.01","",""
"10/05/2022 14:00:00 - 10/05/2022 15:00:00","BZN|HU","Without sequence","168.44","",""
"10/05/2022 15:00:00 - 10/05/2022 16:00:00","BZN|HU","Without sequence","171.85","",""
"10/05/2022 16:00:00 - 10/05/2022 17:00:00","BZN|HU","Without sequence","181.0","",""
"10/05/2022 17:00:00 - 10/05/2022 18:00:00","BZN|HU","Without sequence","187.15","",""
"10/05/2022 18:00:00 - 10/05/2022 19:00:00","BZN|HU","Without sequence","209.78","",""
"10/05/2022 19:00:00 - 10/05/2022 20:00:00","BZN|HU","Without sequence","279.99","",""
"10/05/2022 20:00:00 - 10/05/2022 21:00:00","BZN|HU","Without sequence","335.0","",""
"10/05/2022 21:00:00 - 10/05/2022 22:00:00","BZN|HU","Without sequence","261.2","",""
"10/05/2022 22:00:00 - 10/05/2022 23:00:00","BZN|HU","Without sequence","236.24","",""
"10/05/2022 23:00:00 - 11/05/2022 00:00:00","BZN|HU","Without sequence","227.47","",""
"11/05/2022 00:00:00 - 11/05/2022 01:00:00","BZN|HU","Without sequence","244.93","",""
"11/05/2022 01:00:00 - 11/05/2022 02:00:00","BZN|HU","Without sequence","217.43","",""
"11/05/2022 02:00:00 - 11/05/2022 03:00:00","BZN|HU","Without sequence","211.29","",""
"11/05/2022 03:00:00 - 11/05/2022 04:00:00","BZN|HU","Without sequence","210.77","",""
"11/05/2022 04:00:00 - 11/05/2022 05:00:00","BZN|HU","Without sequence","215.19","",""
"11/05/2022 05:00:00 - 11/05/2022 06:00:00","BZN|HU","Without sequence","239.09","",""
"11/05/2022 06:00:00 - 11/05/2022 07:00:00","BZN|HU","Without sequence","376.08","",""
"11/05/2022 07:00:00 - 11/05/2022 08:00:00","BZN|HU","Without sequence","414.81","",""
"11/05/2022 08:00:00 - 11/05/2022 09:00:00","BZN|HU","Without sequence","384.08","",""
"11/05/2022 09:00:00 - 11/05/2022 10:00:00","BZN|HU","Without sequence","250.05","",""
"11/05/2022 10:00:00 - 11/05/2022 11:00:00","BZN|HU","Without sequence","224.94","",""
"11/05/2022 11:00:00 - 11/05/2022 12:00:00","BZN|HU","Without sequence","216.99","",""
"11/05/2022 12:00:00 - 11/05/2022 13:00:00","BZN|HU","Without sequence","184.43","",""
"11/05/2022 13:00:00 - 11/05/2022 14:00:00","BZN|HU","Without sequence","184.43","",""
"11/05/2022 14:00:00 - 11/05/2022 15:00:00","BZN|HU","Without sequence","205.31","",""
"11/05/2022 15:00:00 - 11/05/2022 16:00:00","BZN|HU","Without sequence","222.56","",""
"11/05/2022 16:00:00 - 11/05/2022 17:00:00","BZN|HU","Without sequence","236.29","",""
"11/05/2022 17:00:00 - 11/05/2022 18:00:00","BZN|HU","Without sequence","252.53","",""
"11/05/2022 18:00:00 - 11/05/2022 19:00:00","BZN|HU","Without sequence","270.99","",""
"11/05/2022 19:00:00 - 11/05/2022 20:00:00","BZN|HU","Without sequence","393.7","",""
