"MTU (CET/CEST)","Area","Sequence","Day-ahead (EUR/MWh)","Intraday Period (CET/CEST)","Energy Price (EUR/MWh)"
"22/06/2022 06:00:00 - 22/06/2022 07:00:00","BZN|IT-North","Without sequence","330.53","",""
"22/06/2022 07:00:00 - 22/06/2022 08:00:00","BZN|IT-North","Without sequence","426.78","",""
"22/06/2022 08:00:00 - 22/06/2022 09:00:00","BZN|IT-North","Without sequence","467.5","",""
"22/06/2022 09:00:00 - 22/06/2022 10:00:00","BZN|IT-North","Without sequence","447.92","",""
"22/06/2022 10:00:00 - 22/06/2022 11:00:00","BZN|IT-North","Without sequence","437.42","",""
"22/06/2022 11:00:00 - 22/06/2022 12:00:00","BZN|IT-North","Without sequence","454.97","",""
"22/06/2022 12:00:00 - 22/06/2022 13:00:00","BZN|IT-North","Without sequence","406.78","",""
"22/06/2022 13:00:00 - 22/06/2022 14:00:00","BZN|IT-North","Without sequence","403.52","",""
"22/06/2022 14:00:00 - 22/06/2022 15:00:00","BZN|IT-North","Without sequence","440.08","",""
"22/06/2022 15:00:00 - 22/06/2022 16:00:00","BZN|IT-North","Without sequence","421.15","",""
"22/06/2022 16:00:00 - 22/06/2022 17:00:00","BZN|IT-North","Without sequence","420.0","",""
"22/06/2022 17:00:00 - 22/06/2022 18:00:00","BZN|IT-North","Without sequence","405.81","",""
"22/06/2022 18:00:00 - 22/06/2022 19:00:00","BZN|IT-North","Without sequence","412.02","",""
"22/06/2022 19:00:00 - 22/06/2022 20:00:00","BZN|IT-North","Without sequence","450.1","",""
"22/06/2022 20:00:00 - 22/06/2022 21:00:00","BZN|IT-North","Without sequence","441.5","",""
"22/06/2022 21:00:00 - 22/06/2022 22:00:00","BZN|IT-North","Without sequence","399.3","",""
"22/06/2022 22:00:00 - 22/06/2022 23:00:00","BZN|IT-North","Without sequence","390.0","",""
"22/06/2022 23:00:00 - 23/06/2022 00:00:00","BZN|IT-North","Without sequence","394.0","",""
"23/06/2022 00:00:00 - 23/06/2022 01:00:00","BZN|IT-North","Without sequence","297.07","",""
"23/06/2022 01:00:00 - 23/06/2022 02:00:00","BZN|IT-North","Without sequence","288.7","",""
"23/06/2022 02:00:00 - 23/06/2022 03:00:00","BZN|IT-North","Without sequence","281.06","",""
"23/06/2022 03:00:00 - 23/06/2022 04:00:00","BZN|IT-North","Without sequence","277.28","",""
"23/06/2022 04:00:00 - 23/06/2022 05:00:00","BZN|IT-North","Without sequence","275.83","",""
"23/06/2022 05:00:00 - 23/06/2022 06:00:00","BZN|IT-North","Without sequence","279.68","",""
"23/06/2022 06:00:00 - 23/06/2022 07:00:00","BZN|IT-North","Without sequence","336.1","",""
"23/06/2022 07:00:00 - 23/06/2022 08:00:00","BZN|IT-North","Without sequence","371.13","",""
"23/06/2022 08:00:00 - 23/06/2022 09:00:00","BZN|IT-North","Without sequence","380.57","",""
"23/06/2022 09:00:00 - 23/06/2022 10:00:00","BZN|IT-North","Without sequence","382.91","",""
"23/06/2022 10:00:00 - 23/06/2022 11:00:00","BZN|IT-North","Without sequence","363.95","",""
"23/06/2022 11:00:00 - 23/06/2022 12:00:00","BZN|IT-North","Without sequence","374.97","",""
"23/06/2022 12:00:00 - 23/06/2022 13:00:00","BZN|IT-North","Without sequence","363.96","",""
"23/06/2022 13:00:00 - 23/06/2022 14:00:00","BZN|IT-North","Without sequence","375.32","",""
"23/06/2022 14:00:00 - 23/06/2022 15:00:00","BZN|IT-North","Without sequence","385.0","",""
"23/06/2022 15:00:00 - 23/06/2022 16:00:00","BZN|IT-North","Without sequence","415.0","",""
"23/06/2022 16:00:00 - 23/06/2022 17:00:00","BZN|IT-North","Without sequence","415.0","",""
"23/06/2022 17:00:00 - 23/06/2022 18:00:00","BZN|IT-North","Without sequence","415.0","",""
"23/06/2022 18:00:00 - 23/06/2022 19:00:00","BZN|IT-North","Without sequence","420.0","",""
"23/06/2022 19:00:00 - 23/06/2022 20:00:00","BZN|IT-North","Without sequence","430.0","",""
"23/06/2022 20:00:00 - 23/06/2022 21:00:00","BZN|IT-North","Without sequence","429.66","",""
"23/06/2022 21:00:00 - 23/06/2022 22:00:00","BZN|IT-North","Without sequence","415.0","",""
"23/06/2022 22:00:00 - 23/06/2022 23:00:00","BZN|IT-North","Without sequence","405.52","",""
"23/06/2022 23:00:00 - 24/06/2022 00:00:00","BZN|IT-North","Without sequence","400.0","",""
"24/06/2022 00:00:00 - 24/06/2022 01:00:00","BZN|IT-North","Without sequence","315.5","",""
"24/06/2022 01:00:00 - 24/06/2022 02:00:00","BZN|IT-North","Without sequence","310.0","",""
"24/06/2022 02:00:00 - 24/06/2022 03:00:00","BZN|IT-North","Without sequence","297.4","",""
"24/06/2022 03:00:00 - 24/06/2022 04:00:00","BZN|IT-North","Without sequence","290.9","",""
"24/06/2022 04:00:00 - 24/06/2022 05:00:00","BZN|IT-North","Without sequence","290.84","",""
"24/06/2022 05:00:00 - 24/06/2022 06:00:00","BZN|IT-North","Without sequence","290.48","",""
"24/06/2022 06:00:00 - 24/06/2022 07:00:00","BZN|IT-North","Without sequence","312.48","",""
"24/06/2022 07:00:00 - 24/06/2022 08:00:00","BZN|IT-North","Without sequence","337.48","",""
"24/06/2022 08:00:00 - 24/06/2022 09:00:00","BZN|IT-North","Without sequence","346.32","",""
"24/06/2022 09:00:00 - 24/06/2022 10:00:00","BZN|IT-North","Without sequence","345.08","",""
"24/06/2022 10:00:00 - 24/06/2022 11:00:00","BZN|IT-North","Without sequence","338.9","",""
"24/06/2022 11:00:00 - 24/06/2022 12:00:00","BZN|IT-North","Without sequence","323.46","",""
"24/06/2022 12:00:00 - 24/06/2022 13:00:00","BZN|IT-North","Without sequence","321.83","",""
"24/06/2022 13:00:00 - 24/06/2022 14:00:00","BZN|IT-North","Without sequence","311.65","",""
"24/06/2022 14:00:00 - 24/06/2022 15:00:00","BZN|IT-North","Without sequence","312.4","",""
"24/06/2022 15:00:00 - 24/06/2022 16:00:00","BZN|IT-North","Without sequence","312.48","",""
"24/06/2022 16:00:00 - 24/06/2022 17:00:00","BZN|IT-North","Without sequence","315.99","",""
"24/06/2022 17:00:00 - 24/06/2022 18:00:00","BZN|IT-North","Without sequence","322.35","",""
"24/06/2022 18:00:00 - 24/06/2022 19:00:00","BZN|IT-North","Without sequence","322.0","",""
"24/06/2022 19:00:00 - 24/06/2022 20:00:00","BZN|IT-North","Without sequence","330.0","",""
"24/06/2022 20:00:00 - 24/06/2022 21:00:00","BZN|IT-North","Without sequence","335.2","",""
"24/06/2022 21:00:00 - 24/06/2022 22:00:00","BZN|IT-North","Without sequence","330.92","",""
"24/06/2022 22:00:00 - 24/06/2022 23:00:00","BZN|IT-North","Without sequence","320.0","",""
"24/06/2022 23:00:00 - 25/06/2022 00:00:00","BZN|IT-North","Without sequence","308.99","",""
"25/06/2022 00:00:00 - 25/06/2022 01:00:00","BZN|IT-North","Without sequence","315.5","",""
"25/06/2022 01:00:00 - 25/06/2022 02:00:00","BZN|IT-North","Without sequence","305.1","",""
"25/06/2022 02:00:00 - 25/06/2022 03:00:00","BZN|IT-North","Without sequence","294.97","",""
"25/06/2022 03:00:00 - 25/06/2022 04:00:00","BZN|IT-North","Without sequence","290.9","",""
"25/06/2022 04:00:00 - 25/06/2022 05:00:00","BZN|IT-North","Without sequence","290.9","",""
"25/06/2022 05:00:00 - 25/06/2022 06:00:00","BZN|IT-North","Without sequence","293.16","",""
"25/06/2022 06:00:00 - 25/06/2022 07:00:00","BZN|IT-North","Without sequence","296.99","",""
"25/06/2022 07:00:00 - 25/06/2022 08:00:00","BZN|IT-North","Without sequence","304.0","",""
"25/06/2022 08:00:00 - 25/06/2022 09:00:00","BZN|IT-North","Without sequence","305.1","",""
"25/06/2022 09:00:00 - 25/06/2022 10:00:00","BZN|IT-North","Without sequence","303.63","",""
"25/06/2022 10:00:00 - 25/06/2022 11:00:00","BZN|IT-North","Without sequence","290.97","",""
"25/06/2022 11:00:00 - 25/06/2022 12:00:00","BZN|IT-North","Without sequence","284.68","",""
"25/06/2022 12:00:00 - 25/06/2022 13:00:00","BZN|IT-North","Without sequence","275.97","",""
"25/06/2022 13:00:00 - 25/06/2022 14:00:00","BZN|IT-North","Without sequence","253.0","",""
"25/06/2022 14:00:00 - 25/06/2022 15:00:00","BZN|IT-North","Without sequence","257.07","",""
"25/06/2022 15:00:00 - 25/06/2022 16:00:00","BZN|IT-North","Without sequence","257.5","",""
"25/06/2022 16:00:00 - 25/06/2022 17:00:00","BZN|IT-North","Without sequence","282.64","",""
"25/06/2022 17:00:00 - 25/06/2022 18:00:00","BZN|IT-North","Without sequence","290.97","",""
"25/06/2022 18:00:00 - 25/06/2022 19:00:00","BZN|IT-North","Without sequence","320.6","",""
"25/06/2022 19:00:00 - 25/06/2022 20:00:00","BZN|IT-North","Without sequence","380.0","",""
"25/06/2022 20:00:00 - 25/06/2022 21:00:00","BZN|IT-North","Without sequence","393.99","",""
"25/06/2022 21:00:00 - 25/06/2022 22:00:00","BZN|IT-North","Without sequence","380.0","",""
"25/06/2022 22:00:00 - 25/06/2022 23:00:00","BZN|IT-North","Without sequence","336.95","",""
"25/06/2022 23:00:00 - 26/06/2022 00:00:00","BZN|IT-North","Without sequence","318.95","",""
"26/06/2022 00:00:00 - 26/06/2022 01:00:00","BZN|IT-North","Without sequence","308.7","",""
"26/06/2022 01:00:00 - 26/06/2022 02:00:00","BZN|IT-North","Without sequence","301.81","",""
"26/06/2022 02:00:00 - 26/06/2022 03:00:00","BZN|IT-North","Without sequence","300.01","",""
"26/06/2022 03:00:00 - 26/06/2022 04:00:00","BZN|IT-North","Without sequence","302.97","",""
"26/06/2022 04:00:00 - 26/06/2022 05:00:00","BZN|IT-North","Without sequence","298.2","",""
"26/06/2022 05:00:00 - 26/06/2022 06:00:00","BZN|IT-North","Without sequence","295.51","",""
"26/06/2022 06:00:00 - 26/06/2022 07:00:00","BZN|IT-North","Without sequence","285.64","",""
"26/06/2022 07:00:00 - 26/06/2022 08:00:00","BZN|IT-North","Without sequence","268.52","",""
"26/06/2022 08:00:00 - 26/06/2022 09:00:00","BZN|IT-North","Without sequence","262.18","",""
"26/06/2022 09:00:00 - 26/06/2022 10:00:00","BZN|IT-North","Without sequence","253.1","",""
"26/06/2022 10:00:00 - 26/06/2022 11:00:00","BZN|IT-North","Without sequence","235.64","",""
"26/06/2022 11:00:00 - 26/06/2022 12:00:00","BZN|IT-North","Without sequence","242.89","",""
"26/06/2022 12:00:00 - 26/06/2022 13:00:00","BZN|IT-North","Without sequence","266.5","",""
"26/06/2022 13:00:00 - 26/06/2022 14:00:00","BZN|IT-North","Without sequence","233.68","",""
"26/06/2022 14:00:00 - 26/06/2022 15:00:00","BZN|IT-North","Without sequence","223.57","",""
"26/06/2022 15:00:00 - 26/06/2022 16:00:00","BZN|IT-North","Without sequence","219.98","",""
"26/06/2022 16:00:00 - 26/06/2022 17:00:00","BZN|IT-North","Without sequence","262.18","",""
"26/06/2022 17:00:00 - 26/06/2022 18:00:00","BZN|IT-North","Without sequence","276.75","",""
"26/06/2022 18:00:00 - 26/06/2022 19:00:00","BZN|IT-North","Without sequence","305.0","",""
"26/06/2022 19:00:00 - 26/06/2022 20:00:00","BZN|IT-North","Without sequence","327.78","",""
"26/06/2022 20:00:00 - 26/06/2022 21:00:00","BZN|IT-North","Without sequence","348.0","",""
"26/06/2022 21:00:00 - 26/06/2022 22:00:00","BZN|IT-North","Without sequence","380.0","",""
"26/06/2022 22:00:00 - 26/06/2022 23:00:00","BZN|IT-North","Without sequence","350.0","",""
"26/06/2022 23:00:00 - 27/06/2022 00:00:00","BZN|IT-North","Without sequence","318.95","",""
"27/06/2022 00:00:00 - 27/06/2022 01:00:00","BZN|IT-North","Without sequence","300.0","",""
"27/06/2022 01:00:00 - 27/06/2022 02:00:00","BZN|IT-North","Without sequence","293.45","",""
"27/06/2022 02:00:00 - 27/06/2022 03:00:00","BZN|IT-North","Without sequence","285.51","",""
"27/06/2022 03:00:00 - 27/06/2022 04:00:00","BZN|IT-North","Without sequence","283.69","",""
"27/06/2022 04:00:00 - 27/06/2022 05:00:00","BZN|IT-North","Without sequence","283.9","",""
"27/06/2022 05:00:00 - 27/06/2022 06:00:00","BZN|IT-North","Without sequence","277.41","",""
"27/06/2022 06:00:00 - 27/06/2022 07:00:00","BZN|IT-North","Without sequence","330.89","",""
"27/06/2022 07:00:00 - 27/06/2022 08:00:00","BZN|IT-North","Without sequence","357.94","",""
"27/06/2022 08:00:00 - 27/06/2022 09:00:00","BZN|IT-North","Without sequence","371.07","",""
"27/06/2022 09:00:00 - 27/06/2022 10:00:00","BZN|IT-North","Without sequence","348.38","",""
"27/06/2022 10:00:00 - 27/06/2022 11:00:00","BZN|IT-North","Without sequence","332.54","",""
"27/06/2022 11:00:00 - 27/06/2022 12:00:00","BZN|IT-North","Without sequence","333.99","",""
"27/06/2022 12:00:00 - 27/06/2022 13:00:00","BZN|IT-North","Without sequence","343.73","",""
"27/06/2022 13:00:00 - 27/06/2022 14:00:00","BZN|IT-North","Without sequence","344.57","",""
"27/06/2022 14:00:00 - 27/06/2022 15:00:00","BZN|IT-North","Without sequence","355.0","",""
"27/06/2022 15:00:00 - 27/06/2022 16:00:00","BZN|IT-North","Without sequence","350.0","",""
"27/06/2022 16:00:00 - 27/06/2022 17:00:00","BZN|IT-North","Without sequence","375.96","",""
"27/06/2022 17:00:00 - 27/06/2022 18:00:00","BZN|IT-North","Without sequence","393.99","",""
"27/06/2022 18:00:00 - 27/06/2022 19:00:00","BZN|IT-North","Without sequence","410.0","",""
"27/06/2022 19:00:00 - 27/06/2022 20:00:00","BZN|IT-North","Without sequence","446.0","",""
"27/06/2022 20:00:00 - 27/06/2022 21:00:00","BZN|IT-North","Without sequence","424.63","",""
"27/06/2022 21:00:00 - 27/06/2022 22:00:00","BZN|IT-North","Without sequence","375.64","",""
"27/06/2022 22:00:00 - 27/06/2022 23:00:00","BZN|IT-North","Without sequence","372.17","",""
"27/06/2022 23:00:00 - 28/06/2022 00:00:00","BZN|IT-North","Without sequence","354.81","",""
"28/06/2022 00:00:00 - 28/06/2022 01:00:00","BZN|IT-North","Without sequence","334.99","",""
"28/06/2022 01:00:00 - 28/06/2022 02:00:00","BZN|IT-North","Without sequence","315.34","",""
"28/06/2022 02:00:00 - 28/06/2022 03:00:00","BZN|IT-North","Without sequence","305.67","",""
"28/06/2022 03:00:00 - 28/06/2022 04:00:00","BZN|IT-North","Without sequence","290.6","",""
"28/06/2022 04:00:00 - 28/06/2022 05:00:00","BZN|IT-North","Without sequence","287.07","",""
"28/06/2022 05:00:00 - 28/06/2022 06:00:00","BZN|IT-North","Without sequence","290.86","",""
"28/06/2022 06:00:00 - 28/06/2022 07:00:00","BZN|IT-North","Without sequence","348.95","",""
"28/06/2022 07:00:00 - 28/06/2022 08:00:00","BZN|IT-North","Without sequence","379.91","",""
"28/06/2022 08:00:00 - 28/06/2022 09:00:00","BZN|IT-North","Without sequence","388.74","",""
"28/06/2022 09:00:00 - 28/06/2022 10:00:00","BZN|IT-North","Without sequence","374.5","",""
"28/06/2022 10:00:00 - 28/06/2022 11:00:00","BZN|IT-North","Without sequence","379.3","",""
"28/06/2022 11:00:00 - 28/06/2022 12:00:00","BZN|IT-North","Without sequence","419.0","",""
"28/06/2022 12:00:00 - 28/06/2022 13:00:00","BZN|IT-North","Without sequence","416.06","",""
"28/06/2022 13:00:00 - 28/06/2022 14:00:00","BZN|IT-North","Without sequence","420.9","",""
"28/06/2022 14:00:00 - 28/06/2022 15:00:00","BZN|IT-North","Without sequence","450.0","",""
"28/06/2022 15:00:00 - 28/06/2022 16:00:00","BZN|IT-North","Without sequence","450.0","",""
"28/06/2022 16:00:00 - 28/06/2022 17:00:00","BZN|IT-North","Without sequence","450.1","",""
"28/06/2022 17:00:00 - 28/06/2022 18:00:00","BZN|IT-North","Without sequence","427.32","",""
"28/06/2022 18:00:00 - 28/06/2022 19:00:00","BZN|IT-North","Without sequence","450.0","",""
"28/06/2022 19:00:00 - 28/06/2022 20:00:00","BZN|IT-North","Without sequence","470.9","",""
"28/06/2022 20:00:00 - 28/06/2022 21:00:00","BZN|IT-North","Without sequence","453.14","",""
"28/06/2022 21:00:00 - 28/06/2022 22:00:00","BZN|IT-North","Without sequence","410.92","",""
"28/06/2022 22:00:00 - 28/06/2022 23:00:00","BZN|IT-North","Without sequence","396.38","",""
"28/06/2022 23:00:00 - 29/06/2022 00:00:00","BZN|IT-North","Without sequence","364.38","",""
"29/06/2022 00:00:00 - 29/06/2022 01:00:00","BZN|IT-North","Without sequence","322.23","",""
"29/06/2022 01:00:00 - 29/06/2022 02:00:00","BZN|IT-North","Without sequence","314.0","",""
"29/06/2022 02:00:00 - 29/06/2022 03:00:00","BZN|IT-North","Without sequence","291.7","",""
"29/06/2022 03:00:00 - 29/06/2022 04:00:00","BZN|IT-North","Without sequence","287.07","",""
"29/06/2022 04:00:00 - 29/06/2022 05:00:00","BZN|IT-North","Without sequence","284.74","",""
"29/06/2022 05:00:00 - 29/06/2022 06:00:00","BZN|IT-North","Without sequence","288.77","",""
"29/06/2022 06:00:00 - 29/06/2022 07:00:00","BZN|IT-North","Without sequence","315.73","",""
"29/06/2022 07:00:00 - 29/06/2022 08:00:00","BZN|IT-North","Without sequence","350.85","",""
"29/06/2022 08:00:00 - 29/06/2022 09:00:00","BZN|IT-North","Without sequence","367.11","",""
"29/06/2022 09:00:00 - 29/06/2022 10:00:00","BZN|IT-North","Without sequence","358.76","",""
"29/06/2022 10:00:00 - 29/06/2022 11:00:00","BZN|IT-North","Without sequence","349.06","",""
"29/06/2022 11:00:00 - 29/06/2022 12:00:00","BZN|IT-North","Without sequence","355.2","",""
"29/06/2022 12:00:00 - 29/06/2022 13:00:00","BZN|IT-North","Without sequence","331.96","",""
"29/06/2022 13:00:00 - 29/06/2022 14:00:00","BZN|IT-North","Without sequence","322.3","",""
"29/06/2022 14:00:00 - 29/06/2022 15:00:00","BZN|IT-North","Without sequence","325.0","",""
"29/06/2022 15:00:00 - 29/06/2022 16:00:00","BZN|IT-North","Without sequence","332.98","",""
"29/06/2022 16:00:00 - 29/06/2022 17:00:00","BZN|IT-North","Without sequence","333.43","",""
"29/06/2022 17:00:00 - 29/06/2022 18:00:00","BZN|IT-North","Without sequence","352.91","",""
"29/06/2022 18:00:00 - 29/06/2022 19:00:00","BZN|IT-North","Without sequence","369.95","",""
"29/06/2022 19:00:00 - 29/06/2022 20:00:00","BZN|IT-North","Without sequence","390.9","",""
"29/06/2022 20:00:00 - 29/06/2022 21:00:00","BZN|IT-North","Without sequence","390.0","",""
"29/06/2022 21:00:00 - 29/06/2022 22:00:00","BZN|IT-North","Without sequence","366.9","",""
"29/06/2022 22:00:00 - 29/06/2022 23:00:00","BZN|IT-North","Without sequence","353.74","",""
"29/06/2022 23:00:00 - 30/06/2022 00:00:00","BZN|IT-North","Without sequence","331.04","",""
"30/06/2022 00:00:00 - 30/06/2022 01:00:00","BZN|IT-North","Without sequence","325.0","",""
"30/06/2022 01:00:00 - 30/06/2022 02:00:00","BZN|IT-North","Without sequence","315.0","",""
"30/06/2022 02:00:00 - 30/06/2022 03:00:00","BZN|IT-North","Without sequence","302.17","",""
"30/06/2022 03:00:00 - 30/06/2022 04:00:00","BZN|IT-North","Without sequence","301.79","",""
"30/06/2022 04:00:00 - 30/06/2022 05:00:00","BZN|IT-North","Without sequence","301.55","",""
"30/06/2022 05:00:00 - 30/06/2022 06:00:00","BZN|IT-North","Without sequence","303.4","",""
"30/06/2022 06:00:00 - 30/06/2022 07:00:00","BZN|IT-North","Without sequence","339.77","",""
"30/06/2022 07:00:00 - 30/06/2022 08:00:00","BZN|IT-North","Without sequence","369.89","",""
"30/06/2022 08:00:00 - 30/06/2022 09:00:00","BZN|IT-North","Without sequence","379.63","",""
"30/06/2022 09:00:00 - 30/06/2022 10:00:00","BZN|IT-North","Without sequence","365.73","",""
"30/06/2022 10:00:00 - 30/06/2022 11:00:00","BZN|IT-North","Without sequence","356.3","",""
"30/06/2022 11:00:00 - 30/06/2022 12:00:00","BZN|IT-North","Without sequence","358.64","",""
"30/06/2022 12:00:00 - 30/06/2022 13:00:00","BZN|IT-North","Without sequence","358.19","",""
"30/06/2022 13:00:00 - 30/06/2022 14:00:00","BZN|IT-North","Without sequence","405.0","",""
"30/06/2022 14:00:00 - 30/06/2022 15:00:00","BZN|IT-North","Without sequence","415.38","",""
"30/06/2022 15:00:00 - 30/06/2022 16:00:00","BZN|IT-North","Without sequence","375.1","",""
"30/06/2022 16:00:00 - 30/06/2022 17:00:00","BZN|IT-North","Without sequence","366.35","",""
"30/06/2022 17:00:00 - 30/06/2022 18:00:00","BZN|IT-North","Without sequence","372.44","",""
"30/06/2022 18:00:00 - 30/06/2022 19:00:00","BZN|IT-North","Without sequence","409.41","",""
"30/06/2022 19:00:00 - 30/06/2022 20:00:00","BZN|IT-North","Without sequence","479.0","",""
"30/06/2022 20:00:00 - 30/06/2022 21:00:00","BZN|IT-North","Without sequence","450.0","",""
"30/06/2022 21:00:00 - 30/06/2022 22:00:00","BZN|IT-North","Without sequence","394.21","",""
"30/06/2022 22:00:00 - 30/06/2022 23:00:00","BZN|IT-North","Without sequence","374.24","",""
"30/06/2022 23:00:00 - 01/07/2022 00:00:00","BZN|IT-North","Without sequence","351.96","",""
"01/07/2022 00:00:00 - 01/07/2022 01:00:00","BZN|IT-North","Without sequence","354.99","",""
"01/07/2022 01:00:00 - 01/07/2022 02:00:00","BZN|IT-North","Without sequence","337.55","",""
"01/07/2022 02:00:00 - 01/07/2022 03:00:00","BZN|IT-North","Without sequence","335.77","",""
"01/07/2022 03:00:00 - 01/07/2022 04:00:00","BZN|IT-North","Without sequence","328.98","",""
"01/07/2022 04:00:00 - 01/07/2022 05:00:00","BZN|IT-North","Without sequence","332.09","",""
"01/07/2022 05:00:00 - 01/07/2022 06:00:00","BZN|IT-North","Without sequence","333.03","",""
"01/07/2022 06:00:00 - 01/07/2022 07:00:00","BZN|IT-North","Without sequence","355.19","",""
"01/07/2022 07:00:00 - 01/07/2022 08:00:00","BZN|IT-North","Without sequence","378.85","",""
"01/07/2022 08:00:00 - 01/07/2022 09:00:00","BZN|IT-North","Without sequence","385.19","",""
"01/07/2022 09:00:00 - 01/07/2022 10:00:00","BZN|IT-North","Without sequence","378.0","",""
"01/07/2022 10:00:00 - 01/07/2022 11:00:00","BZN|IT-North","Without sequence","399.31","",""
"01/07/2022 11:00:00 - 01/07/2022 12:00:00","BZN|IT-North","Without sequence","379.68","",""
"01/07/2022 12:00:00 - 01/07/2022 13:00:00","BZN|IT-North","Without sequence","363.78","",""
"01/07/2022 13:00:00 - 01/07/2022 14:00:00","BZN|IT-North","Without sequence","352.78","",""
"01/07/2022 14:00:00 - 01/07/2022 15:00:00","BZN|IT-North","Without sequence","358.6","",""
"01/07/2022 15:00:00 - 01/07/2022 16:00:00","BZN|IT-North","Without sequence","363.6","",""
"01/07/2022 16:00:00 - 01/07/2022 17:00:00","BZN|IT-North","Without sequence","377.94","",""
"01/07/2022 17:00:00 - 01/07/2022 18:00:00","BZN|IT-North","Without sequence","375.19","",""
"01/07/2022 18:00:00 - 01/07/2022 19:00:00","BZN|IT-North","Without sequence","385.0","",""
"01/07/2022 19:00:00 - 01/07/2022 20:00:00","BZN|IT-North","Without sequence","454.0","",""
"01/07/2022 20:00:00 - 01/07/2022 21:00:00","BZN|IT-North","Without sequence","400.22","",""
"01/07/2022 21:00:00 - 01/07/2022 22:00:00","BZN|IT-North","Without sequence","401.65","",""
"01/07/2022 22:00:00 - 01/07/2022 23:00:00","BZN|IT-North","Without sequence","385.0","",""
"01/07/2022 23:00:00 - 02/07/2022 00:00:00","BZN|IT-North","Without sequence","380.0","",""
"02/07/2022 00:00:00 - 02/07/2022 01:00:00","BZN|IT-North","Without sequence","379.21","",""
"02/07/2022 01:00:00 - 02/07/2022 02:00:00","BZN|IT-North","Without sequence","397.84","",""
"02/07/2022 02:00:00 - 02/07/2022 03:00:00","BZN|IT-North","Without sequence","361.77","",""
"02/07/2022 03:00:00 - 02/07/2022 04:00:00","BZN|IT-North","Without sequence","358.81","",""
"02/07/2022 04:00:00 - 02/07/2022 05:00:00","BZN|IT-North","Without sequence","358.84","",""
"02/07/2022 05:00:00 - 02/07/2022 06:00:00","BZN|IT-North","Without sequence","355.0","",""
"02/07/2022 06:00:00 - 02/07/2022 07:00:00","BZN|IT-North","Without sequence","351.81","",""
"02/07/2022 07:00:00 - 02/07/2022 08:00:00","BZN|IT-North","Without sequence","360.5","",""
"02/07/2022 08:00:00 - 02/07/2022 09:00:00","BZN|IT-North","Without sequence","359.84","",""
"02/07/2022 09:00:00 - 02/07/2022 10:00:00","BZN|IT-North","Without sequence","358.57","",""
"02/07/2022 10:00:00 - 02/07/2022 11:00:00","BZN|IT-North","Without sequence","349.84","",""
"02/07/2022 11:00:00 - 02/07/2022 12:00:00","BZN|IT-North","Without sequence","340.0","",""
"02/07/2022 12:00:00 - 02/07/2022 13:00:00","BZN|IT-North","Without sequence","334.14","",""
"02/07/2022 13:00:00 - 02/07/2022 14:00:00","BZN|IT-North","Without sequence","307.08","",""
"02/07/2022 14:00:00 - 02/07/2022 15:00:00","BZN|IT-North","Without sequence","300.0","",""
"02/07/2022 15:00:00 - 02/07/2022 16:00:00","BZN|IT-North","Without sequence","330.0","",""
"02/07/2022 16:00:00 - 02/07/2022 17:00:00","BZN|IT-North","Without sequence","336.0","",""
"02/07/2022 17:00:00 - 02/07/2022 18:00:00","BZN|IT-North","Without sequence","352.23","",""
"02/07/2022 18:00:00 - 02/07/2022 19:00:00","BZN|IT-North","Without sequence","360.5","",""
"02/07/2022 19:00:00 - 02/07/2022 20:00:00","BZN|IT-North","Without sequence","385.0","",""
"02/07/2022 20:00:00 - 02/07/2022 21:00:00","BZN|IT-North","Without sequence","393.0","",""
"02/07/2022 21:00:00 - 02/07/2022 22:00:00","BZN|IT-North","Without sequence","385.0","",""
"02/07/2022 22:00:00 - 02/07/2022 23:00:00","BZN|IT-North","Without sequence","362.78","",""
"02/07/2022 23:00:00 - 03/07/2022 00:00:00","BZN|IT-North","Without sequence","361.47","",""
"03/07/2022 00:00:00 - 03/07/2022 01:00:00","BZN|IT-North","Without sequence","385.0","",""
"03/07/2022 01:00:00 - 03/07/2022 02:00:00","BZN|IT-North","Without sequence","385.0","",""
"03/07/2022 02:00:00 - 03/07/2022 03:00:00","BZN|IT-North","Without sequence","389.6","",""
"03/07/2022 03:00:00 - 03/07/2022 04:00:00","BZN|IT-North","Without sequence","387.81","",""
"03/07/2022 04:00:00 - 03/07/2022 05:00:00","BZN|IT-North","Without sequence","385.0","",""
"03/07/2022 05:00:00 - 03/07/2022 06:00:00","BZN|IT-North","Without sequence","360.14","",""
"03/07/2022 06:00:00 - 03/07/2022 07:00:00","BZN|IT-North","Without sequence","350.5","",""
"03/07/2022 07:00:00 - 03/07/2022 08:00:00","BZN|IT-North","Without sequence","351.5","",""
"03/07/2022 08:00:00 - 03/07/2022 09:00:00","BZN|IT-North","Without sequence","335.5","",""
"03/07/2022 09:00:00 - 03/07/2022 10:00:00","BZN|IT-North","Without sequence","334.5","",""
"03/07/2022 10:00:00 - 03/07/2022 11:00:00","BZN|IT-North","Without sequence","323.12","",""
"03/07/2022 11:00:00 - 03/07/2022 12:00:00","BZN|IT-North","Without sequence","318.0","",""
"03/07/2022 12:00:00 - 03/07/2022 13:00:00","BZN|IT-North","Without sequence","322.3","",""
"03/07/2022 13:00:00 - 03/07/2022 14:00:00","BZN|IT-North","Without sequence","318.0","",""
"03/07/2022 14:00:00 - 03/07/2022 15:00:00","BZN|IT-North","Without sequence","318.65","",""
