"MTU (CET/CEST)","Area","Sequence","Day-ahead (EUR/MWh)","Intraday Period (CET/CEST)","Energy Price (EUR/MWh)"
"25/02/2023 11:00:00 - 25/02/2023 12:00:00","BZN|IT-North","Without sequence","146.96","",""
"25/02/2023 12:00:00 - 25/02/2023 13:00:00","BZN|IT-North","Without sequence","144.51","",""
"25/02/2023 13:00:00 - 25/02/2023 14:00:00","BZN|IT-North","Without sequence","129.99","",""
"25/02/2023 14:00:00 - 25/02/2023 15:00:00","BZN|IT-North","Without sequence","121.18","",""
"25/02/2023 15:00:00 - 25/02/2023 16:00:00","BZN|IT-North","Without sequence","117.93","",""
"25/02/2023 16:00:00 - 25/02/2023 17:00:00","BZN|IT-North","Without sequence","141.51","",""
"25/02/2023 17:00:00 - 25/02/2023 18:00:00","BZN|IT-North","Without sequence","150.67","",""
"25/02/2023 18:00:00 - 25/02/2023 19:00:00","BZN|IT-North","Without sequence","190.73","",""
"25/02/2023 19:00:00 - 25/02/2023 20:00:00","BZN|IT-North","Without sequence","204.99","",""
"25/02/2023 20:00:00 - 25/02/2023 21:00:00","BZN|IT-North","Without sequence","177.51","",""
"25/02/2023 21:00:00 - 25/02/2023 22:00:00","BZN|IT-North","Without sequence","151.73","",""
"25/02/2023 22:00:00 - 25/02/2023 23:00:00","BZN|IT-North","Without sequence","149.3","",""
"25/02/2023 23:00:00 - 26/02/2023 00:00:00","BZN|IT-North","Without sequence","145.44","",""
"26/02/2023 00:00:00 - 26/02/2023 01:00:00","BZN|IT-North","Without sequence","136.0","",""
"26/02/2023 01:00:00 - 26/02/2023 02:00:00","BZN|IT-North","Without sequence","130.0","",""
"26/02/2023 02:00:00 - 26/02/2023 03:00:00","BZN|IT-North","Without sequence","120.8","",""
"26/02/2023 03:00:00 - 26/02/2023 04:00:00","BZN|IT-North","Without sequence","110.65","",""
"26/02/2023 04:00:00 - 26/02/2023 05:00:00","BZN|IT-North","Without sequence","107.0","",""
"26/02/2023 05:00:00 - 26/02/2023 06:00:00","BZN|IT-North","Without sequence","106.8","",""
"26/02/2023 06:00:00 - 26/02/2023 07:00:00","BZN|IT-North","Without sequence","107.04","",""
"26/02/2023 07:00:00 - 26/02/2023 08:00:00","BZN|IT-North","Without sequence","109.23","",""
"26/02/2023 08:00:00 - 26/02/2023 09:00:00","BZN|IT-North","Without sequence","130.82","",""
"26/02/2023 09:00:00 - 26/02/2023 10:00:00","BZN|IT-North","Without sequence","144.23","",""
"26/02/2023 10:00:00 - 26/02/2023 11:00:00","BZN|IT-North","Without sequence","135.0","",""
"26/02/2023 11:00:00 - 26/02/2023 12:00:00","BZN|IT-North","Without sequence","130.82","",""
"26/02/2023 12:00:00 - 26/02/2023 13:00:00","BZN|IT-North","Without sequence","127.18","",""
"26/02/2023 13:00:00 - 26/02/2023 14:00:00","BZN|IT-North","Without sequence","70.57","",""
"26/02/2023 14:00:00 - 26/02/2023 15:00:00","BZN|IT-North","Without sequence","69.7","",""
"26/02/2023 15:00:00 - 26/02/2023 16:00:00","BZN|IT-North","Without sequence","84.73","",""
"26/02/2023 16:00:00 - 26/02/2023 17:00:00","BZN|IT-North","Without sequence","98.92","",""
"26/02/2023 17:00:00 - 26/02/2023 18:00:00","BZN|IT-North","Without sequence","138.82","",""
"26/02/2023 18:00:00 - 26/02/2023 19:00:00","BZN|IT-North","Without sequence","170.0","",""
"26/02/2023 19:00:00 - 26/02/2023 20:00:00","BZN|IT-North","Without sequence","200.07","",""
"26/02/2023 20:00:00 - 26/02/2023 21:00:00","BZN|IT-North","Without sequence","183.28","",""
"26/02/2023 21:00:00 - 26/02/2023 22:00:00","BZN|IT-North","Without sequence","154.66","",""
"26/02/2023 22:00:00 - 26/02/2023 23:00:00","BZN|IT-North","Without sequence","148.8","",""
"26/02/2023 23:00:00 - 27/02/2023 00:00:00","BZN|IT-North","Without sequence","144.03","",""
"27/02/2023 00:00:00 - 27/02/2023 01:00:00","BZN|IT-North","Without sequence","144.28","",""
"27/02/2023 01:00:00 - 27/02/2023 02:00:00","BZN|IT-North","Without sequence","135.6","",""
"27/02/2023 02:00:00 - 27/02/2023 03:00:00","BZN|IT-North","Without sequence","132.9","",""
"27/02/2023 03:00:00 - 27/02/2023 04:00:00","BZN|IT-North","Without sequence","133.87","",""
"27/02/2023 04:00:00 - 27/02/2023 05:00:00","BZN|IT-North","Without sequence","141.56","",""
"27/02/2023 05:00:00 - 27/02/2023 06:00:00","BZN|IT-North","Without sequence","146.51","",""
"27/02/2023 06:00:00 - 27/02/2023 07:00:00","BZN|IT-North","Without sequence","164.08","",""
"27/02/2023 07:00:00 - 27/02/2023 08:00:00","BZN|IT-North","Without sequence","186.66","",""
"27/02/2023 08:00:00 - 27/02/2023 09:00:00","BZN|IT-North","Without sequence","240.0","",""
"27/02/2023 09:00:00 - 27/02/2023 10:00:00","BZN|IT-North","Without sequence","240.0","",""
"27/02/2023 10:00:00 - 27/02/2023 11:00:00","BZN|IT-North","Without sequence","200.07","",""
"27/02/2023 11:00:00 - 27/02/2023 12:00:00","BZN|IT-North","Without sequence","163.74","",""
"27/02/2023 12:00:00 - 27/02/2023 13:00:00","BZN|IT-North","Without sequence","159.0","",""
"27/02/2023 13:00:00 - 27/02/2023 14:00:00","BZN|IT-North","Without sequence","159.0","",""
"27/02/2023 14:00:00 - 27/02/2023 15:00:00","BZN|IT-North","Without sequence","162.99","",""
"27/02/2023 15:00:00 - 27/02/2023 16:00:00","BZN|IT-North","Without sequence","170.99","",""
"27/02/2023 16:00:00 - 27/02/2023 17:00:00","BZN|IT-North","Without sequence","183.03","",""
"27/02/2023 17:00:00 - 27/02/2023 18:00:00","BZN|IT-North","Without sequence","194.67","",""
"27/02/2023 18:00:00 - 27/02/2023 19:00:00","BZN|IT-North","Without sequence","219.0","",""
"27/02/2023 19:00:00 - 27/02/2023 20:00:00","BZN|IT-North","Without sequence","218.35","",""
"27/02/2023 20:00:00 - 27/02/2023 21:00:00","BZN|IT-North","Without sequence","190.0","",""
"27/02/2023 21:00:00 - 27/02/2023 22:00:00","BZN|IT-North","Without sequence","164.95","",""
"27/02/2023 22:00:00 - 27/02/2023 23:00:00","BZN|IT-North","Without sequence","160.78","",""
"27/02/2023 23:00:00 - 28/02/2023 00:00:00","BZN|IT-North","Without sequence","154.33","",""
"28/02/2023 00:00:00 - 28/02/2023 01:00:00","BZN|IT-North","Without sequence","147.0","",""
"28/02/2023 01:00:00 - 28/02/2023 02:00:00","BZN|IT-North","Without sequence","141.15","",""
"28/02/2023 02:00:00 - 28/02/2023 03:00:00","BZN|IT-North","Without sequence","143.17","",""
"28/02/2023 03:00:00 - 28/02/2023 04:00:00","BZN|IT-North","Without sequence","138.23","",""
"28/02/2023 04:00:00 - 28/02/2023 05:00:00","BZN|IT-North","Without sequence","138.23","",""
"28/02/2023 05:00:00 - 28/02/2023 06:00:00","BZN|IT-North","Without sequence","143.82","",""
"28/02/2023 06:00:00 - 28/02/2023 07:00:00","BZN|IT-North","Without sequence","162.45","",""
"28/02/2023 07:00:00 - 28/02/2023 08:00:00","BZN|IT-North","Without sequence","177.94","",""
"28/02/2023 08:00:00 - 28/02/2023 09:00:00","BZN|IT-North","Without sequence","211.0","",""
"28/02/2023 09:00:00 - 28/02/2023 10:00:00","BZN|IT-North","Without sequence","210.88","",""
"28/02/2023 10:00:00 - 28/02/2023 11:00:00","BZN|IT-North","Without sequence","173.1","",""
"28/02/2023 11:00:00 - 28/02/2023 12:00:00","BZN|IT-North","Without sequence","161.21","",""
"28/02/2023 12:00:00 - 28/02/2023 13:00:00","BZN|IT-North","Without sequence","149.49","",""
"28/02/2023 13:00:00 - 28/02/2023 14:00:00","BZN|IT-North","Without sequence","147.53","",""
"28/02/2023 14:00:00 - 28/02/2023 15:00:00","BZN|IT-North","Without sequence","152.92","",""
"28/02/2023 15:00:00 - 28/02/2023 16:00:00","BZN|IT-North","Without sequence","156.67","",""
"28/02/2023 16:00:00 - 28/02/2023 17:00:00","BZN|IT-North","Without sequence","160.0","",""
"28/02/2023 17:00:00 - 28/02/2023 18:00:00","BZN|IT-North","Without sequence","173.13","",""
"28/02/2023 18:00:00 - 28/02/2023 19:00:00","BZN|IT-North","Without sequence","203.81","",""
"28/02/2023 19:00:00 - 28/02/2023 20:00:00","BZN|IT-North","Without sequence","195.8","",""
"28/02/2023 20:00:00 - 28/02/2023 21:00:00","BZN|IT-North","Without sequence","176.17","",""
"28/02/2023 21:00:00 - 28/02/2023 22:00:00","BZN|IT-North","Without sequence","165.01","",""
"28/02/2023 22:00:00 - 28/02/2023 23:00:00","BZN|IT-North","Without sequence","158.41","",""
"28/02/2023 23:00:00 - 01/03/2023 00:00:00","BZN|IT-North","Without sequence","152.09","",""
"01/03/2023 00:00:00 - 01/03/2023 01:00:00","BZN|IT-North","Without sequence","145.0","",""
"01/03/2023 01:00:00 - 01/03/2023 02:00:00","BZN|IT-North","Without sequence","140.0","",""
"01/03/2023 02:00:00 - 01/03/2023 03:00:00","BZN|IT-North","Without sequence","139.64","",""
"01/03/2023 03:00:00 - 01/03/2023 04:00:00","BZN|IT-North","Without sequence","135.8","",""
"01/03/2023 04:00:00 - 01/03/2023 05:00:00","BZN|IT-North","Without sequence","135.59","",""
"01/03/2023 05:00:00 - 01/03/2023 06:00:00","BZN|IT-North","Without sequence","144.32","",""
"01/03/2023 06:00:00 - 01/03/2023 07:00:00","BZN|IT-North","Without sequence","163.29","",""
"01/03/2023 07:00:00 - 01/03/2023 08:00:00","BZN|IT-North","Without sequence","195.22","",""
"01/03/2023 08:00:00 - 01/03/2023 09:00:00","BZN|IT-North","Without sequence","244.0","",""
"01/03/2023 09:00:00 - 01/03/2023 10:00:00","BZN|IT-North","Without sequence","222.3","",""
"01/03/2023 10:00:00 - 01/03/2023 11:00:00","BZN|IT-North","Without sequence","174.0","",""
"01/03/2023 11:00:00 - 01/03/2023 12:00:00","BZN|IT-North","Without sequence","161.95","",""
"01/03/2023 12:00:00 - 01/03/2023 13:00:00","BZN|IT-North","Without sequence","148.97","",""
"01/03/2023 13:00:00 - 01/03/2023 14:00:00","BZN|IT-North","Without sequence","150.32","",""
"01/03/2023 14:00:00 - 01/03/2023 15:00:00","BZN|IT-North","Without sequence","154.67","",""
"01/03/2023 15:00:00 - 01/03/2023 16:00:00","BZN|IT-North","Without sequence","158.46","",""
"01/03/2023 16:00:00 - 01/03/2023 17:00:00","BZN|IT-North","Without sequence","159.41","",""
"01/03/2023 17:00:00 - 01/03/2023 18:00:00","BZN|IT-North","Without sequence","167.94","",""
"01/03/2023 18:00:00 - 01/03/2023 19:00:00","BZN|IT-North","Without sequence","222.3","",""
"01/03/2023 19:00:00 - 01/03/2023 20:00:00","BZN|IT-North","Without sequence","225.0","",""
"01/03/2023 20:00:00 - 01/03/2023 21:00:00","BZN|IT-North","Without sequence","185.0","",""
"01/03/2023 21:00:00 - 01/03/2023 22:00:00","BZN|IT-North","Without sequence","169.0","",""
"01/03/2023 22:00:00 - 01/03/2023 23:00:00","BZN|IT-North","Without sequence","159.97","",""
"01/03/2023 23:00:00 - 02/03/2023 00:00:00","BZN|IT-North","Without sequence","152.01","",""
"02/03/2023 00:00:00 - 02/03/2023 01:00:00","BZN|IT-North","Without sequence","145.69","",""
"02/03/2023 01:00:00 - 02/03/2023 02:00:00","BZN|IT-North","Without sequence","142.49","",""
"02/03/2023 02:00:00 - 02/03/2023 03:00:00","BZN|IT-North","Without sequence","141.8","",""
"02/03/2023 03:00:00 - 02/03/2023 04:00:00","BZN|IT-North","Without sequence","140.0","",""
"02/03/2023 04:00:00 - 02/03/2023 05:00:00","BZN|IT-North","Without sequence","140.0","",""
"02/03/2023 05:00:00 - 02/03/2023 06:00:00","BZN|IT-North","Without sequence","144.52","",""
"02/03/2023 06:00:00 - 02/03/2023 07:00:00","BZN|IT-North","Without sequence","165.52","",""
"02/03/2023 07:00:00 - 02/03/2023 08:00:00","BZN|IT-North","Without sequence","186.41","",""
"02/03/2023 08:00:00 - 02/03/2023 09:00:00","BZN|IT-North","Without sequence","223.92","",""
"02/03/2023 09:00:00 - 02/03/2023 10:00:00","BZN|IT-North","Without sequence","208.0","",""
"02/03/2023 10:00:00 - 02/03/2023 11:00:00","BZN|IT-North","Without sequence","190.67","",""
"02/03/2023 11:00:00 - 02/03/2023 12:00:00","BZN|IT-North","Without sequence","164.99","",""
"02/03/2023 12:00:00 - 02/03/2023 13:00:00","BZN|IT-North","Without sequence","148.41","",""
"02/03/2023 13:00:00 - 02/03/2023 14:00:00","BZN|IT-North","Without sequence","146.44","",""
"02/03/2023 14:00:00 - 02/03/2023 15:00:00","BZN|IT-North","Without sequence","154.56","",""
"02/03/2023 15:00:00 - 02/03/2023 16:00:00","BZN|IT-North","Without sequence","150.39","",""
"02/03/2023 16:00:00 - 02/03/2023 17:00:00","BZN|IT-North","Without sequence","157.3","",""
"02/03/2023 17:00:00 - 02/03/2023 18:00:00","BZN|IT-North","Without sequence","170.29","",""
"02/03/2023 18:00:00 - 02/03/2023 19:00:00","BZN|IT-North","Without sequence","222.3","",""
"02/03/2023 19:00:00 - 02/03/2023 20:00:00","BZN|IT-North","Without sequence","229.28","",""
"02/03/2023 20:00:00 - 02/03/2023 21:00:00","BZN|IT-North","Without sequence","185.0","",""
"02/03/2023 21:00:00 - 02/03/2023 22:00:00","BZN|IT-North","Without sequence","166.82","",""
"02/03/2023 22:00:00 - 02/03/2023 23:00:00","BZN|IT-North","Without sequence","160.0","",""
"02/03/2023 23:00:00 - 03/03/2023 00:00:00","BZN|IT-North","Without sequence","153.69","",""
"03/03/2023 00:00:00 - 03/03/2023 01:00:00","BZN|IT-North","Without sequence","147.56","",""
"03/03/2023 01:00:00 - 03/03/2023 02:00:00","BZN|IT-North","Without sequence","145.79","",""
"03/03/2023 02:00:00 - 03/03/2023 03:00:00","BZN|IT-North","Without sequence","143.54","",""
"03/03/2023 03:00:00 - 03/03/2023 04:00:00","BZN|IT-North","Without sequence","143.11","",""
"03/03/2023 04:00:00 - 03/03/2023 05:00:00","BZN|IT-North","Without sequence","143.62","",""
"03/03/2023 05:00:00 - 03/03/2023 06:00:00","BZN|IT-North","Without sequence","146.37","",""
"03/03/2023 06:00:00 - 03/03/2023 07:00:00","BZN|IT-North","Without sequence","162.19","",""
"03/03/2023 07:00:00 - 03/03/2023 08:00:00","BZN|IT-North","Without sequence","187.03","",""
"03/03/2023 08:00:00 - 03/03/2023 09:00:00","BZN|IT-North","Without sequence","220.0","",""
"03/03/2023 09:00:00 - 03/03/2023 10:00:00","BZN|IT-North","Without sequence","200.74","",""
"03/03/2023 10:00:00 - 03/03/2023 11:00:00","BZN|IT-North","Without sequence","191.04","",""
"03/03/2023 11:00:00 - 03/03/2023 12:00:00","BZN|IT-North","Without sequence","158.04","",""
"03/03/2023 12:00:00 - 03/03/2023 13:00:00","BZN|IT-North","Without sequence","146.37","",""
"03/03/2023 13:00:00 - 03/03/2023 14:00:00","BZN|IT-North","Without sequence","143.8","",""
"03/03/2023 14:00:00 - 03/03/2023 15:00:00","BZN|IT-North","Without sequence","145.1","",""
"03/03/2023 15:00:00 - 03/03/2023 16:00:00","BZN|IT-North","Without sequence","149.99","",""
"03/03/2023 16:00:00 - 03/03/2023 17:00:00","BZN|IT-North","Without sequence","156.38","",""
"03/03/2023 17:00:00 - 03/03/2023 18:00:00","BZN|IT-North","Without sequence","164.12","",""
"03/03/2023 18:00:00 - 03/03/2023 19:00:00","BZN|IT-North","Without sequence","220.0","",""
"03/03/2023 19:00:00 - 03/03/2023 20:00:00","BZN|IT-North","Without sequence","221.1","",""
"03/03/2023 20:00:00 - 03/03/2023 21:00:00","BZN|IT-North","Without sequence","186.85","",""
"03/03/2023 21:00:00 - 03/03/2023 22:00:00","BZN|IT-North","Without sequence","163.0","",""
"03/03/2023 22:00:00 - 03/03/2023 23:00:00","BZN|IT-North","Without sequence","158.02","",""
"03/03/2023 23:00:00 - 04/03/2023 00:00:00","BZN|IT-North","Without sequence","155.76","",""
"04/03/2023 00:00:00 - 04/03/2023 01:00:00","BZN|IT-North","Without sequence","142.24","",""
"04/03/2023 01:00:00 - 04/03/2023 02:00:00","BZN|IT-North","Without sequence","139.5","",""
"04/03/2023 02:00:00 - 04/03/2023 03:00:00","BZN|IT-North","Without sequence","142.1","",""
"04/03/2023 03:00:00 - 04/03/2023 04:00:00","BZN|IT-North","Without sequence","137.52","",""
"04/03/2023 04:00:00 - 04/03/2023 05:00:00","BZN|IT-North","Without sequence","136.4","",""
"04/03/2023 05:00:00 - 04/03/2023 06:00:00","BZN|IT-North","Without sequence","136.0","",""
"04/03/2023 06:00:00 - 04/03/2023 07:00:00","BZN|IT-North","Without sequence","146.23","",""
"04/03/2023 07:00:00 - 04/03/2023 08:00:00","BZN|IT-North","Without sequence","146.9","",""
"04/03/2023 08:00:00 - 04/03/2023 09:00:00","BZN|IT-North","Without sequence","150.0","",""
"04/03/2023 09:00:00 - 04/03/2023 10:00:00","BZN|IT-North","Without sequence","151.99","",""
"04/03/2023 10:00:00 - 04/03/2023 11:00:00","BZN|IT-North","Without sequence","144.4","",""
"04/03/2023 11:00:00 - 04/03/2023 12:00:00","BZN|IT-North","Without sequence","134.48","",""
"04/03/2023 12:00:00 - 04/03/2023 13:00:00","BZN|IT-North","Without sequence","124.42","",""
"04/03/2023 13:00:00 - 04/03/2023 14:00:00","BZN|IT-North","Without sequence","115.0","",""
"04/03/2023 14:00:00 - 04/03/2023 15:00:00","BZN|IT-North","Without sequence","111.9","",""
"04/03/2023 15:00:00 - 04/03/2023 16:00:00","BZN|IT-North","Without sequence","117.3","",""
"04/03/2023 16:00:00 - 04/03/2023 17:00:00","BZN|IT-North","Without sequence","134.39","",""
"04/03/2023 17:00:00 - 04/03/2023 18:00:00","BZN|IT-North","Without sequence","143.52","",""
"04/03/2023 18:00:00 - 04/03/2023 19:00:00","BZN|IT-North","Without sequence","180.0","",""
"04/03/2023 19:00:00 - 04/03/2023 20:00:00","BZN|IT-North","Without sequence","202.97","",""
"04/03/2023 20:00:00 - 04/03/2023 21:00:00","BZN|IT-North","Without sequence","173.2","",""
"04/03/2023 21:00:00 - 04/03/2023 22:00:00","BZN|IT-North","Without sequence","160.61","",""
"04/03/2023 22:00:00 - 04/03/2023 23:00:00","BZN|IT-North","Without sequence","149.7","",""
"04/03/2023 23:00:00 - 05/03/2023 00:00:00","BZN|IT-North","Without sequence","147.0","",""
"05/03/2023 00:00:00 - 05/03/2023 01:00:00","BZN|IT-North","Without sequence","144.09","",""
"05/03/2023 01:00:00 - 05/03/2023 02:00:00","BZN|IT-North","Without sequence","142.0","",""
"05/03/2023 02:00:00 - 05/03/2023 03:00:00","BZN|IT-North","Without sequence","143.42","",""
"05/03/2023 03:00:00 - 05/03/2023 04:00:00","BZN|IT-North","Without sequence","142.47","",""
"05/03/2023 04:00:00 - 05/03/2023 05:00:00","BZN|IT-North","Without sequence","142.49","",""
"05/03/2023 05:00:00 - 05/03/2023 06:00:00","BZN|IT-North","Without sequence","143.03","",""
"05/03/2023 06:00:00 - 05/03/2023 07:00:00","BZN|IT-North","Without sequence","143.0","",""
"05/03/2023 07:00:00 - 05/03/2023 08:00:00","BZN|IT-North","Without sequence","141.14","",""
"05/03/2023 08:00:00 - 05/03/2023 09:00:00","BZN|IT-North","Without sequence","135.54","",""
"05/03/2023 09:00:00 - 05/03/2023 10:00:00","BZN|IT-North","Without sequence","137.26","",""
"05/03/2023 10:00:00 - 05/03/2023 11:00:00","BZN|IT-North","Without sequence","133.43","",""
"05/03/2023 11:00:00 - 05/03/2023 12:00:00","BZN|IT-North","Without sequence","132.89","",""
"05/03/2023 12:00:00 - 05/03/2023 13:00:00","BZN|IT-North","Without sequence","130.0","",""
"05/03/2023 13:00:00 - 05/03/2023 14:00:00","BZN|IT-North","Without sequence","123.26","",""
"05/03/2023 14:00:00 - 05/03/2023 15:00:00","BZN|IT-North","Without sequence","123.26","",""
"05/03/2023 15:00:00 - 05/03/2023 16:00:00","BZN|IT-North","Without sequence","131.93","",""
"05/03/2023 16:00:00 - 05/03/2023 17:00:00","BZN|IT-North","Without sequence","137.75","",""
"05/03/2023 17:00:00 - 05/03/2023 18:00:00","BZN|IT-North","Without sequence","145.14","",""
"05/03/2023 18:00:00 - 05/03/2023 19:00:00","BZN|IT-North","Without sequence","170.01","",""
"05/03/2023 19:00:00 - 05/03/2023 20:00:00","BZN|IT-North","Without sequence","194.77","",""
"05/03/2023 20:00:00 - 05/03/2023 21:00:00","BZN|IT-North","Without sequence","184.02","",""
"05/03/2023 21:00:00 - 05/03/2023 22:00:00","BZN|IT-North","Without sequence","167.64","",""
"05/03/2023 22:00:00 - 05/03/2023 23:00:00","BZN|IT-North","Without sequence","154.93","",""
"05/03/2023 23:00:00 - 06/03/2023 00:00:00","BZN|IT-North","Without sequence","144.09","",""
"06/03/2023 00:00:00 - 06/03/2023 01:00:00","BZN|IT-North","Without sequence","143.27","",""
"06/03/2023 01:00:00 - 06/03/2023 02:00:00","BZN|IT-North","Without sequence","142.5","",""
"06/03/2023 02:00:00 - 06/03/2023 03:00:00","BZN|IT-North","Without sequence","142.5","",""
"06/03/2023 03:00:00 - 06/03/2023 04:00:00","BZN|IT-North","Without sequence","135.97","",""
"06/03/2023 04:00:00 - 06/03/2023 05:00:00","BZN|IT-North","Without sequence","134.0","",""
"06/03/2023 05:00:00 - 06/03/2023 06:00:00","BZN|IT-North","Without sequence","138.7","",""
"06/03/2023 06:00:00 - 06/03/2023 07:00:00","BZN|IT-North","Without sequence","159.8","",""
"06/03/2023 07:00:00 - 06/03/2023 08:00:00","BZN|IT-North","Without sequence","185.0","",""
"06/03/2023 08:00:00 - 06/03/2023 09:00:00","BZN|IT-North","Without sequence","217.09","",""
"06/03/2023 09:00:00 - 06/03/2023 10:00:00","BZN|IT-North","Without sequence","201.54","",""
"06/03/2023 10:00:00 - 06/03/2023 11:00:00","BZN|IT-North","Without sequence","170.26","",""
"06/03/2023 11:00:00 - 06/03/2023 12:00:00","BZN|IT-North","Without sequence","160.84","",""
"06/03/2023 12:00:00 - 06/03/2023 13:00:00","BZN|IT-North","Without sequence","149.67","",""
"06/03/2023 13:00:00 - 06/03/2023 14:00:00","BZN|IT-North","Without sequence","144.76","",""
"06/03/2023 14:00:00 - 06/03/2023 15:00:00","BZN|IT-North","Without sequence","142.77","",""
"06/03/2023 15:00:00 - 06/03/2023 16:00:00","BZN|IT-North","Without sequence","147.16","",""
"06/03/2023 16:00:00 - 06/03/2023 17:00:00","BZN|IT-North","Without sequence","152.07","",""
"06/03/2023 17:00:00 - 06/03/2023 18:00:00","BZN|IT-North","Without sequence","160.91","",""
"06/03/2023 18:00:00 - 06/03/2023 19:00:00","BZN|IT-North","Without sequence","184.55","",""
"06/03/2023 19:00:00 - 06/03/2023 20:00:00","BZN|IT-North","Without sequence","201.69","",""
"06/03/2023 20:00:00 - 06/03/2023 21:00:00","BZN|IT-North","Without sequence","172.6","",""
"06/03/2023 21:00:00 - 06/03/2023 22:00:00","BZN|IT-North","Without sequence","156.5","",""
"06/03/2023 22:00:00 - 06/03/2023 23:00:00","BZN|IT-North","Without sequence","147.5","",""
"06/03/2023 23:00:00 - 07/03/2023 00:00:00","BZN|IT-North","Without sequence","140.14","",""
"07/03/2023 00:00:00 - 07/03/2023 01:00:00","BZN|IT-North","Without sequence","138.1","",""
"07/03/2023 01:00:00 - 07/03/2023 02:00:00","BZN|IT-North","Without sequence","133.0","",""
"07/03/2023 02:00:00 - 07/03/2023 03:00:00","BZN|IT-North","Without sequence","128.35","",""
"07/03/2023 03:00:00 - 07/03/2023 04:00:00","BZN|IT-North","Without sequence","124.29","",""
"07/03/2023 04:00:00 - 07/03/2023 05:00:00","BZN|IT-North","Without sequence","124.41","",""
"07/03/2023 05:00:00 - 07/03/2023 06:00:00","BZN|IT-North","Without sequence","132.72","",""
"07/03/2023 06:00:00 - 07/03/2023 07:00:00","BZN|IT-North","Without sequence","149.61","",""
"07/03/2023 07:00:00 - 07/03/2023 08:00:00","BZN|IT-North","Without sequence","186.99","",""
"07/03/2023 08:00:00 - 07/03/2023 09:00:00","BZN|IT-North","Without sequence","210.0","",""
"07/03/2023 09:00:00 - 07/03/2023 10:00:00","BZN|IT-North","Without sequence","193.19","",""
"07/03/2023 10:00:00 - 07/03/2023 11:00:00","BZN|IT-North","Without sequence","178.44","",""
"07/03/2023 11:00:00 - 07/03/2023 12:00:00","BZN|IT-North","Without sequence","159.65","",""
"07/03/2023 12:00:00 - 07/03/2023 13:00:00","BZN|IT-North","Without sequence","142.78","",""
"07/03/2023 13:00:00 - 07/03/2023 14:00:00","BZN|IT-North","Without sequence","140.92","",""
"07/03/2023 14:00:00 - 07/03/2023 15:00:00","BZN|IT-North","Without sequence","147.19","",""
"07/03/2023 15:00:00 - 07/03/2023 16:00:00","BZN|IT-North","Without sequence","143.33","",""
"07/03/2023 16:00:00 - 07/03/2023 17:00:00","BZN|IT-North","Without sequence","143.33","",""
"07/03/2023 17:00:00 - 07/03/2023 18:00:00","BZN|IT-North","Without sequence","150.96","",""
"07/03/2023 18:00:00 - 07/03/2023 19:00:00","BZN|IT-North","Without sequence","172.56","",""
"07/03/2023 19:00:00 - 07/03/2023 20:00:00","BZN|IT-North","Without sequence","232.47","",""
"07/03/2023 20:00:00 - 07/03/2023 21:00:00","BZN|IT-North","Without sequence","162.03","",""
"07/03/2023 21:00:00 - 07/03/2023 22:00:00","BZN|IT-North","Without sequence","145.78","",""
"07/03/2023 22:00:00 - 07/03/2023 23:00:00","BZN|IT-North","Without sequence","139.82","",""
"07/03/2023 23:00:00 - 08/03/2023 00:00:00","BZN|IT-North","Without sequence","132.5","",""
"08/03/2023 00:00:00 - 08/03/2023 01:00:00","BZN|IT-North","Without sequence","123.82","",""
"08/03/2023 01:00:00 - 08/03/2023 02:00:00","BZN|IT-North","Without sequence","120.45","",""
"08/03/2023 02:00:00 - 08/03/2023 03:00:00","BZN|IT-North","Without sequence","119.8","",""
"08/03/2023 03:00:00 - 08/03/2023 04:00:00","BZN|IT-North","Without sequence","111.0","",""
"08/03/2023 04:00:00 - 08/03/2023 05:00:00","BZN|IT-North","Without sequence","111.0","",""
"08/03/2023 05:00:00 - 08/03/2023 06:00:00","BZN|IT-North","Without sequence","118.23","",""
"08/03/2023 06:00:00 - 08/03/2023 07:00:00","BZN|IT-North","Without sequence","140.68","",""
"08/03/2023 07:00:00 - 08/03/2023 08:00:00","BZN|IT-North","Without sequence","158.53","",""
"08/03/2023 08:00:00 - 08/03/2023 09:00:00","BZN|IT-North","Without sequence","173.1","",""
"08/03/2023 09:00:00 - 08/03/2023 10:00:00","BZN|IT-North","Without sequence","162.98","",""
"08/03/2023 10:00:00 - 08/03/2023 11:00:00","BZN|IT-North","Without sequence","152.9","",""
"08/03/2023 11:00:00 - 08/03/2023 12:00:00","BZN|IT-North","Without sequence","144.22","",""
"08/03/2023 12:00:00 - 08/03/2023 13:00:00","BZN|IT-North","Without sequence","137.25","",""
"08/03/2023 13:00:00 - 08/03/2023 14:00:00","BZN|IT-North","Without sequence","135.93","",""
"08/03/2023 14:00:00 - 08/03/2023 15:00:00","BZN|IT-North","Without sequence","137.2","",""
"08/03/2023 15:00:00 - 08/03/2023 16:00:00","BZN|IT-North","Without sequence","140.94","",""
"08/03/2023 16:00:00 - 08/03/2023 17:00:00","BZN|IT-North","Without sequence","144.42","",""
"08/03/2023 17:00:00 - 08/03/2023 18:00:00","BZN|IT-North","Without sequence","153.0","",""
"08/03/2023 18:00:00 - 08/03/2023 19:00:00","BZN|IT-North","Without sequence","166.89","",""
"08/03/2023 19:00:00 - 08/03/2023 20:00:00","BZN|IT-North","Without sequence","176.01","",""
