date,temperature_2m,cloud_cover,direct_normal_irradiance,date_46.08°N15.02°E,temperature_2m_46.08°N15.02°E,cloud_cover_46.08°N15.02°E,direct_normal_irradiance_46.08°N15.02°E,date_45.52°N13.70°E,temperature_2m_45.52°N13.70°E,cloud_cover_45.52°N13.70°E,direct_normal_irradiance_45.52°N13.70°E
2022-01-01 11:00:00+00:00,9.18,98.0,517.8438,2022-01-01 11:00:00+00:00,11.265,94.0,487.37103,2022-01-01 11:00:00+00:00,8.681,100.0,599.0716
2022-01-01 12:00:00+00:00,8.68,98.0,669.04626,2022-01-01 12:00:00+00:00,12.015,98.0,691.5551,2022-01-01 12:00:00+00:00,11.731,29.0,596.6683
2022-01-01 13:00:00+00:00,10.2300005,98.0,643.44977,2022-01-01 13:00:00+00:00,10.765,99.0,672.2996,2022-01-01 13:00:00+00:00,10.531,29.0,649.53436
2022-01-01 14:00:00+00:00,9.38,52.0,591.7037,2022-01-01 14:00:00+00:00,11.265,88.0,560.7631,2022-01-01 14:00:00+00:00,7.081,100.0,539.34503
2022-01-01 15:00:00+00:00,8.63,1.0,406.77258,2022-01-01 15:00:00+00:00,9.415,0.0,386.96622,2022-01-01 15:00:00+00:00,5.631,100.0,316.23804
2022-01-01 16:00:00+00:00,7.9300003,55.0,32.48079,2022-01-01 16:00:00+00:00,2.715,0.0,16.71268,2022-01-01 16:00:00+00:00,5.9309998,97.0,28.944485
2022-01-01 17:00:00+00:00,7.4300003,99.0,0.0,2022-01-01 17:00:00+00:00,3.365,99.0,0.0,2022-01-01 17:00:00+00:00,4.581,83.0,0.0
2022-01-01 18:00:00+00:00,7.13,99.0,0.0,2022-01-01 18:00:00+00:00,6.915,93.0,0.0,2022-01-01 18:00:00+00:00,4.6809998,53.0,0.0
2022-01-01 19:00:00+00:00,7.23,82.0,0.0,2022-01-01 19:00:00+00:00,7.215,77.0,0.0,2022-01-01 19:00:00+00:00,4.181,54.0,0.0
2022-01-01 20:00:00+00:00,7.4300003,96.0,0.0,2022-01-01 20:00:00+00:00,12.065,62.0,0.0,2022-01-01 20:00:00+00:00,2.781,18.0,0.0
2022-01-01 21:00:00+00:00,7.1800003,58.0,0.0,2022-01-01 21:00:00+00:00,11.865,53.0,0.0,2022-01-01 21:00:00+00:00,2.031,29.0,0.0
2022-01-01 22:00:00+00:00,5.63,37.0,0.0,2022-01-01 22:00:00+00:00,11.115,23.0,0.0,2022-01-01 22:00:00+00:00,1.731,63.0,0.0
2022-01-01 23:00:00+00:00,7.13,15.0,0.0,2022-01-01 23:00:00+00:00,9.965,7.0,0.0,2022-01-01 23:00:00+00:00,2.5809999,78.0,0.0
2022-01-02 00:00:00+00:00,5.88,0.0,0.0,2022-01-02 00:00:00+00:00,8.965,0.0,0.0,2022-01-02 00:00:00+00:00,1.981,77.0,0.0
2022-01-02 01:00:00+00:00,1.73,0.0,0.0,2022-01-02 01:00:00+00:00,8.515,0.0,0.0,2022-01-02 01:00:00+00:00,2.681,36.0,0.0
2022-01-02 02:00:00+00:00,2.1799998,0.0,0.0,2022-01-02 02:00:00+00:00,8.465,0.0,0.0,2022-01-02 02:00:00+00:00,2.081,8.0,0.0
2022-01-02 03:00:00+00:00,-0.72,4.0,0.0,2022-01-02 03:00:00+00:00,7.5649996,28.0,0.0,2022-01-02 03:00:00+00:00,1.881,39.0,0.0
2022-01-02 04:00:00+00:00,-1.32,84.0,0.0,2022-01-02 04:00:00+00:00,2.865,63.0,0.0,2022-01-02 04:00:00+00:00,2.531,34.0,0.0
2022-01-02 05:00:00+00:00,-1.02,9.0,0.0,2022-01-02 05:00:00+00:00,1.815,56.0,0.0,2022-01-02 05:00:00+00:00,1.381,58.0,0.0
2022-01-02 06:00:00+00:00,-0.72,0.0,0.0,2022-01-02 06:00:00+00:00,1.165,22.0,0.0,2022-01-02 06:00:00+00:00,1.931,30.0,0.0
2022-01-02 07:00:00+00:00,-0.87,1.0,0.0,2022-01-02 07:00:00+00:00,0.36499995,42.0,0.0,2022-01-02 07:00:00+00:00,3.981,11.0,0.0
2022-01-02 08:00:00+00:00,2.9299998,0.0,335.6446,2022-01-02 08:00:00+00:00,2.865,2.0,301.62238,2022-01-02 08:00:00+00:00,5.4309998,3.0,264.0717
2022-01-02 09:00:00+00:00,6.53,2.0,633.86816,2022-01-02 09:00:00+00:00,6.915,14.0,558.18713,2022-01-02 09:00:00+00:00,7.981,56.0,484.0078
2022-01-02 10:00:00+00:00,8.08,10.0,740.77637,2022-01-02 10:00:00+00:00,9.015,17.0,677.21356,2022-01-02 10:00:00+00:00,8.931,100.0,524.90576
2022-01-02 11:00:00+00:00,9.28,100.0,781.3094,2022-01-02 11:00:00+00:00,10.515,76.0,768.54974,2022-01-02 11:00:00+00:00,9.631,100.0,479.37738
2022-01-02 12:00:00+00:00,8.93,60.0,592.1361,2022-01-02 12:00:00+00:00,10.115,82.0,725.39557,2022-01-02 12:00:00+00:00,7.6809998,100.0,420.89908
2022-01-02 13:00:00+00:00,9.18,64.0,735.68,2022-01-02 13:00:00+00:00,10.065,9.0,588.43524,2022-01-02 13:00:00+00:00,7.381,100.0,306.14377
2022-01-02 14:00:00+00:00,7.58,100.0,642.17303,2022-01-02 14:00:00+00:00,8.915,100.0,663.5127,2022-01-02 14:00:00+00:00,6.381,100.0,4.0219884
2022-01-02 15:00:00+00:00,3.48,100.0,62.02854,2022-01-02 15:00:00+00:00,6.565,100.0,281.76996,2022-01-02 15:00:00+00:00,4.481,100.0,0.0
2022-01-02 16:00:00+00:00,8.58,100.0,0.0,2022-01-02 16:00:00+00:00,5.915,100.0,0.0,2022-01-02 16:00:00+00:00,5.481,100.0,0.0
2022-01-02 17:00:00+00:00,7.1800003,100.0,0.0,2022-01-02 17:00:00+00:00,6.165,100.0,0.0,2022-01-02 17:00:00+00:00,5.281,100.0,0.0
2022-01-02 18:00:00+00:00,6.28,99.0,0.0,2022-01-02 18:00:00+00:00,5.465,100.0,0.0,2022-01-02 18:00:00+00:00,4.431,100.0,0.0
2022-01-02 19:00:00+00:00,5.78,100.0,0.0,2022-01-02 19:00:00+00:00,4.715,100.0,0.0,2022-01-02 19:00:00+00:00,3.431,100.0,0.0
2022-01-02 20:00:00+00:00,4.33,100.0,0.0,2022-01-02 20:00:00+00:00,3.5149999,100.0,0.0,2022-01-02 20:00:00+00:00,4.431,100.0,0.0
2022-01-02 21:00:00+00:00,4.23,100.0,0.0,2022-01-02 21:00:00+00:00,3.065,100.0,0.0,2022-01-02 21:00:00+00:00,4.531,100.0,0.0
2022-01-02 22:00:00+00:00,4.23,100.0,0.0,2022-01-02 22:00:00+00:00,2.665,98.0,0.0,2022-01-02 22:00:00+00:00,4.531,100.0,0.0
2022-01-02 23:00:00+00:00,3.5300002,97.0,0.0,2022-01-02 23:00:00+00:00,2.365,98.0,0.0,2022-01-02 23:00:00+00:00,4.731,100.0,0.0
2022-01-03 00:00:00+00:00,4.9300003,82.0,0.0,2022-01-03 00:00:00+00:00,4.365,69.0,0.0,2022-01-03 00:00:00+00:00,6.481,100.0,0.0
2022-01-03 01:00:00+00:00,4.73,100.0,0.0,2022-01-03 01:00:00+00:00,3.365,100.0,0.0,2022-01-03 01:00:00+00:00,6.381,100.0,0.0
2022-01-03 02:00:00+00:00,3.83,100.0,0.0,2022-01-03 02:00:00+00:00,2.715,100.0,0.0,2022-01-03 02:00:00+00:00,6.6809998,100.0,0.0
2022-01-03 03:00:00+00:00,3.6799998,100.0,0.0,2022-01-03 03:00:00+00:00,2.215,100.0,0.0,2022-01-03 03:00:00+00:00,6.781,100.0,0.0
2022-01-03 04:00:00+00:00,3.38,99.0,0.0,2022-01-03 04:00:00+00:00,2.215,100.0,0.0,2022-01-03 04:00:00+00:00,6.731,100.0,0.0
2022-01-03 05:00:00+00:00,3.33,100.0,0.0,2022-01-03 05:00:00+00:00,2.115,100.0,0.0,2022-01-03 05:00:00+00:00,6.781,100.0,0.0
2022-01-03 06:00:00+00:00,0.38,100.0,0.0,2022-01-03 06:00:00+00:00,2.365,100.0,0.0,2022-01-03 06:00:00+00:00,7.131,100.0,0.0
2022-01-03 07:00:00+00:00,1.28,100.0,0.0,2022-01-03 07:00:00+00:00,2.065,100.0,0.0,2022-01-03 07:00:00+00:00,7.4309998,100.0,0.0
2022-01-03 08:00:00+00:00,2.63,100.0,51.528282,2022-01-03 08:00:00+00:00,2.365,100.0,0.0,2022-01-03 08:00:00+00:00,7.731,100.0,0.0
2022-01-03 09:00:00+00:00,4.03,100.0,28.086838,2022-01-03 09:00:00+00:00,2.865,100.0,0.0,2022-01-03 09:00:00+00:00,7.981,100.0,4.5966687
2022-01-03 10:00:00+00:00,5.23,99.0,186.25569,2022-01-03 10:00:00+00:00,3.4650002,100.0,58.982975,2022-01-03 10:00:00+00:00,8.231,100.0,0.0
2022-01-03 11:00:00+00:00,5.78,100.0,304.45157,2022-01-03 11:00:00+00:00,4.215,100.0,108.15952,2022-01-03 11:00:00+00:00,8.531,100.0,0.0
2022-01-03 12:00:00+00:00,5.53,100.0,535.55505,2022-01-03 12:00:00+00:00,5.465,100.0,267.9417,2022-01-03 12:00:00+00:00,9.081,100.0,8.216472
2022-01-03 13:00:00+00:00,6.6800003,97.0,181.20953,2022-01-03 13:00:00+00:00,5.515,100.0,260.63257,2022-01-03 13:00:00+00:00,8.3810005,100.0,0.0
2022-01-03 14:00:00+00:00,5.08,100.0,131.5097,2022-01-03 14:00:00+00:00,5.165,100.0,230.52611,2022-01-03 14:00:00+00:00,8.281,100.0,3.9877841
2022-01-03 15:00:00+00:00,4.73,100.0,23.048903,2022-01-03 15:00:00+00:00,4.365,100.0,54.28475,2022-01-03 15:00:00+00:00,8.031,100.0,0.0
2022-01-03 16:00:00+00:00,3.7800002,100.0,0.0,2022-01-03 16:00:00+00:00,4.115,100.0,0.0,2022-01-03 16:00:00+00:00,7.9309998,100.0,0.0
2022-01-03 17:00:00+00:00,3.1799998,100.0,0.0,2022-01-03 17:00:00+00:00,4.515,100.0,0.0,2022-01-03 17:00:00+00:00,7.881,100.0,0.0
2022-01-03 18:00:00+00:00,3.08,100.0,0.0,2022-01-03 18:00:00+00:00,4.515,100.0,0.0,2022-01-03 18:00:00+00:00,7.881,100.0,0.0
2022-01-03 19:00:00+00:00,2.63,100.0,0.0,2022-01-03 19:00:00+00:00,4.915,100.0,0.0,2022-01-03 19:00:00+00:00,7.831,100.0,0.0
2022-01-03 20:00:00+00:00,2.58,100.0,0.0,2022-01-03 20:00:00+00:00,4.765,100.0,0.0,2022-01-03 20:00:00+00:00,7.781,100.0,0.0
2022-01-03 21:00:00+00:00,1.53,100.0,0.0,2022-01-03 21:00:00+00:00,4.515,100.0,0.0,2022-01-03 21:00:00+00:00,7.6809998,100.0,0.0
2022-01-03 22:00:00+00:00,1.73,100.0,0.0,2022-01-03 22:00:00+00:00,4.365,100.0,0.0,2022-01-03 22:00:00+00:00,7.731,100.0,0.0
2022-01-03 23:00:00+00:00,1.68,100.0,0.0,2022-01-03 23:00:00+00:00,4.115,100.0,0.0,2022-01-03 23:00:00+00:00,7.881,100.0,0.0
2022-01-04 00:00:00+00:00,3.6799998,100.0,0.0,2022-01-04 00:00:00+00:00,5.215,100.0,0.0,2022-01-04 00:00:00+00:00,8.331,100.0,0.0
2022-01-04 01:00:00+00:00,3.58,100.0,0.0,2022-01-04 01:00:00+00:00,5.115,100.0,0.0,2022-01-04 01:00:00+00:00,8.281,100.0,0.0
2022-01-04 02:00:00+00:00,3.13,100.0,0.0,2022-01-04 02:00:00+00:00,4.715,100.0,0.0,2022-01-04 02:00:00+00:00,7.781,100.0,0.0
2022-01-04 03:00:00+00:00,3.1799998,100.0,0.0,2022-01-04 03:00:00+00:00,4.165,100.0,0.0,2022-01-04 03:00:00+00:00,7.481,100.0,0.0
2022-01-04 04:00:00+00:00,3.4299998,100.0,0.0,2022-01-04 04:00:00+00:00,3.8649998,100.0,0.0,2022-01-04 04:00:00+00:00,7.4309998,100.0,0.0
2022-01-04 05:00:00+00:00,3.38,100.0,0.0,2022-01-04 05:00:00+00:00,3.665,100.0,0.0,2022-01-04 05:00:00+00:00,7.581,100.0,0.0
2022-01-04 06:00:00+00:00,2.98,100.0,0.0,2022-01-04 06:00:00+00:00,3.565,100.0,0.0,2022-01-04 06:00:00+00:00,7.781,100.0,0.0
2022-01-04 07:00:00+00:00,2.88,100.0,0.0,2022-01-04 07:00:00+00:00,3.6149998,100.0,0.0,2022-01-04 07:00:00+00:00,8.231,100.0,0.0
2022-01-04 08:00:00+00:00,3.48,100.0,0.0,2022-01-04 08:00:00+00:00,3.815,100.0,0.0,2022-01-04 08:00:00+00:00,8.631,100.0,0.0
2022-01-04 09:00:00+00:00,3.88,100.0,0.0,2022-01-04 09:00:00+00:00,3.5149999,100.0,0.0,2022-01-04 09:00:00+00:00,9.081,100.0,0.0
2022-01-04 10:00:00+00:00,4.98,100.0,0.0,2022-01-04 10:00:00+00:00,3.5149999,100.0,6.529689,2022-01-04 10:00:00+00:00,9.381,100.0,3.2389174
2022-01-04 11:00:00+00:00,5.73,100.0,0.0,2022-01-04 11:00:00+00:00,3.815,100.0,0.0,2022-01-04 11:00:00+00:00,9.381,100.0,8.3467455
2022-01-04 12:00:00+00:00,6.1800003,100.0,2.8194757,2022-01-04 12:00:00+00:00,4.715,100.0,0.0,2022-01-04 12:00:00+00:00,8.581,100.0,0.0
2022-01-04 13:00:00+00:00,6.83,100.0,3.1585193,2022-01-04 13:00:00+00:00,5.065,100.0,12.631111,2022-01-04 13:00:00+00:00,9.331,100.0,18.149912
2022-01-04 14:00:00+00:00,6.48,100.0,0.0,2022-01-04 14:00:00+00:00,5.065,100.0,0.0,2022-01-04 14:00:00+00:00,9.531,100.0,0.0
2022-01-04 15:00:00+00:00,6.08,100.0,0.0,2022-01-04 15:00:00+00:00,5.315,100.0,0.0,2022-01-04 15:00:00+00:00,9.181,100.0,0.0
2022-01-04 16:00:00+00:00,5.63,100.0,0.0,2022-01-04 16:00:00+00:00,5.415,100.0,0.0,2022-01-04 16:00:00+00:00,9.081,100.0,0.0
2022-01-04 17:00:00+00:00,5.03,100.0,0.0,2022-01-04 17:00:00+00:00,5.365,100.0,0.0,2022-01-04 17:00:00+00:00,9.181,100.0,0.0
2022-01-04 18:00:00+00:00,5.13,100.0,0.0,2022-01-04 18:00:00+00:00,5.715,100.0,0.0,2022-01-04 18:00:00+00:00,9.431,100.0,0.0
2022-01-04 19:00:00+00:00,4.83,100.0,0.0,2022-01-04 19:00:00+00:00,5.765,100.0,0.0,2022-01-04 19:00:00+00:00,10.231,100.0,0.0
2022-01-04 20:00:00+00:00,4.83,100.0,0.0,2022-01-04 20:00:00+00:00,5.715,100.0,0.0,2022-01-04 20:00:00+00:00,10.031,100.0,0.0
2022-01-04 21:00:00+00:00,4.6800003,100.0,0.0,2022-01-04 21:00:00+00:00,5.315,100.0,0.0,2022-01-04 21:00:00+00:00,10.631,100.0,0.0
2022-01-04 22:00:00+00:00,4.83,100.0,0.0,2022-01-04 22:00:00+00:00,5.315,100.0,0.0,2022-01-04 22:00:00+00:00,11.331,100.0,0.0
2022-01-04 23:00:00+00:00,5.13,100.0,0.0,2022-01-04 23:00:00+00:00,5.515,100.0,0.0,2022-01-04 23:00:00+00:00,11.431,100.0,0.0
2022-01-05 00:00:00+00:00,6.03,100.0,0.0,2022-01-05 00:00:00+00:00,7.615,100.0,0.0,2022-01-05 00:00:00+00:00,10.531,100.0,0.0
2022-01-05 01:00:00+00:00,6.48,100.0,0.0,2022-01-05 01:00:00+00:00,7.615,100.0,0.0,2022-01-05 01:00:00+00:00,10.281,100.0,0.0
2022-01-05 02:00:00+00:00,6.33,100.0,0.0,2022-01-05 02:00:00+00:00,7.5649996,100.0,0.0,2022-01-05 02:00:00+00:00,10.331,100.0,0.0
2022-01-05 03:00:00+00:00,6.1800003,100.0,0.0,2022-01-05 03:00:00+00:00,7.315,100.0,0.0,2022-01-05 03:00:00+00:00,11.131,100.0,0.0
2022-01-05 04:00:00+00:00,6.63,100.0,0.0,2022-01-05 04:00:00+00:00,7.115,100.0,0.0,2022-01-05 04:00:00+00:00,11.681,100.0,0.0
2022-01-05 05:00:00+00:00,8.58,100.0,0.0,2022-01-05 05:00:00+00:00,7.265,100.0,0.0,2022-01-05 05:00:00+00:00,11.731,100.0,0.0
2022-01-05 06:00:00+00:00,5.63,100.0,0.0,2022-01-05 06:00:00+00:00,7.5649996,100.0,0.0,2022-01-05 06:00:00+00:00,11.481,100.0,0.0
2022-01-05 07:00:00+00:00,5.6800003,100.0,0.0,2022-01-05 07:00:00+00:00,7.465,100.0,0.0,2022-01-05 07:00:00+00:00,11.381,99.0,0.0
2022-01-05 08:00:00+00:00,6.98,100.0,0.0,2022-01-05 08:00:00+00:00,7.965,92.0,0.0,2022-01-05 08:00:00+00:00,11.831,100.0,59.184788
2022-01-05 09:00:00+00:00,7.98,100.0,0.0,2022-01-05 09:00:00+00:00,8.815,88.0,81.479515,2022-01-05 09:00:00+00:00,12.631,100.0,63.880756
2022-01-05 10:00:00+00:00,9.08,100.0,23.100914,2022-01-05 10:00:00+00:00,9.215,96.0,58.527615,2022-01-05 10:00:00+00:00,13.281,100.0,80.65644
2022-01-05 11:00:00+00:00,9.4800005,100.0,14.23672,2022-01-05 11:00:00+00:00,9.115,100.0,166.48369,2022-01-05 11:00:00+00:00,14.231,100.0,204.99777
2022-01-05 12:00:00+00:00,10.03,100.0,33.65273,2022-01-05 12:00:00+00:00,9.665,100.0,72.57478,2022-01-05 12:00:00+00:00,14.281,100.0,48.813183
2022-01-05 13:00:00+00:00,8.33,100.0,0.0,2022-01-05 13:00:00+00:00,8.815,100.0,37.63272,2022-01-05 13:00:00+00:00,14.531,100.0,135.23738
2022-01-05 14:00:00+00:00,5.78,100.0,0.0,2022-01-05 14:00:00+00:00,7.615,100.0,0.0,2022-01-05 14:00:00+00:00,14.431,100.0,160.52098
2022-01-05 15:00:00+00:00,4.98,100.0,0.0,2022-01-05 15:00:00+00:00,2.465,100.0,0.0,2022-01-05 15:00:00+00:00,13.981,100.0,28.162857
2022-01-05 16:00:00+00:00,4.38,100.0,0.0,2022-01-05 16:00:00+00:00,0.765,100.0,0.0,2022-01-05 16:00:00+00:00,12.781,100.0,0.0
2022-01-05 17:00:00+00:00,3.73,100.0,0.0,2022-01-05 17:00:00+00:00,0.615,100.0,0.0,2022-01-05 17:00:00+00:00,12.531,100.0,0.0
2022-01-05 18:00:00+00:00,2.9299998,100.0,0.0,2022-01-05 18:00:00+00:00,0.265,100.0,0.0,2022-01-05 18:00:00+00:00,11.881,100.0,0.0
2022-01-05 19:00:00+00:00,2.03,100.0,0.0,2022-01-05 19:00:00+00:00,0.06499994,100.0,0.0,2022-01-05 19:00:00+00:00,7.9309998,100.0,0.0
2022-01-05 20:00:00+00:00,1.73,100.0,0.0,2022-01-05 20:00:00+00:00,-0.18500003,100.0,0.0,2022-01-05 20:00:00+00:00,6.881,100.0,0.0
2022-01-05 21:00:00+00:00,1.53,100.0,0.0,2022-01-05 21:00:00+00:00,-0.63500005,100.0,0.0,2022-01-05 21:00:00+00:00,6.481,100.0,0.0
2022-01-05 22:00:00+00:00,1.28,100.0,0.0,2022-01-05 22:00:00+00:00,-0.83500004,100.0,0.0,2022-01-05 22:00:00+00:00,4.381,100.0,0.0
2022-01-05 23:00:00+00:00,0.78,100.0,0.0,2022-01-05 23:00:00+00:00,-0.985,100.0,0.0,2022-01-05 23:00:00+00:00,3.881,100.0,0.0
2022-01-06 00:00:00+00:00,0.22999999,100.0,0.0,2022-01-06 00:00:00+00:00,-1.235,100.0,0.0,2022-01-06 00:00:00+00:00,3.231,100.0,0.0
2022-01-06 01:00:00+00:00,0.28,100.0,0.0,2022-01-06 01:00:00+00:00,-1.1850001,100.0,0.0,2022-01-06 01:00:00+00:00,4.481,100.0,0.0
2022-01-06 02:00:00+00:00,0.17999999,100.0,0.0,2022-01-06 02:00:00+00:00,-1.7850001,100.0,0.0,2022-01-06 02:00:00+00:00,4.331,100.0,0.0
2022-01-06 03:00:00+00:00,0.32999998,100.0,0.0,2022-01-06 03:00:00+00:00,-1.7850001,100.0,0.0,2022-01-06 03:00:00+00:00,4.231,100.0,0.0
2022-01-06 04:00:00+00:00,0.43,100.0,0.0,2022-01-06 04:00:00+00:00,-1.735,100.0,0.0,2022-01-06 04:00:00+00:00,4.531,100.0,0.0
2022-01-06 05:00:00+00:00,0.38,100.0,0.0,2022-01-06 05:00:00+00:00,-2.085,100.0,0.0,2022-01-06 05:00:00+00:00,4.781,100.0,0.0
2022-01-06 06:00:00+00:00,0.28,100.0,0.0,2022-01-06 06:00:00+00:00,-2.135,100.0,0.0,2022-01-06 06:00:00+00:00,5.481,100.0,0.0
2022-01-06 07:00:00+00:00,0.22999999,100.0,0.0,2022-01-06 07:00:00+00:00,-2.2350001,100.0,0.0,2022-01-06 07:00:00+00:00,5.6809998,100.0,0.0
2022-01-06 08:00:00+00:00,0.38,100.0,8.504995,2022-01-06 08:00:00+00:00,-1.6850001,100.0,16.562828,2022-01-06 08:00:00+00:00,5.981,100.0,0.0
2022-01-06 09:00:00+00:00,1.0799999,100.0,120.18225,2022-01-06 09:00:00+00:00,-0.63500005,100.0,45.05429,2022-01-06 09:00:00+00:00,6.781,100.0,4.542296
2022-01-06 10:00:00+00:00,1.93,85.0,177.40152,2022-01-06 10:00:00+00:00,0.014999986,100.0,9.710875,2022-01-06 10:00:00+00:00,7.531,100.0,144.55592
2022-01-06 11:00:00+00:00,2.83,42.0,391.01907,2022-01-06 11:00:00+00:00,0.515,96.0,255.53354,2022-01-06 11:00:00+00:00,8.081,98.0,143.3813
2022-01-06 12:00:00+00:00,3.2800002,39.0,568.8431,2022-01-06 12:00:00+00:00,0.865,32.0,419.09595,2022-01-06 12:00:00+00:00,9.881,78.0,347.926
2022-01-06 13:00:00+00:00,4.23,69.0,398.62534,2022-01-06 13:00:00+00:00,0.16499996,74.0,152.55618,2022-01-06 13:00:00+00:00,9.481,48.0,683.49005
2022-01-06 14:00:00+00:00,3.4299998,53.0,440.46936,2022-01-06 14:00:00+00:00,-0.735,12.0,492.82907,2022-01-06 14:00:00+00:00,8.831,57.0,395.45206
2022-01-06 15:00:00+00:00,1.83,52.0,290.7838,2022-01-06 15:00:00+00:00,-2.935,5.0,443.90732,2022-01-06 15:00:00+00:00,7.9309998,9.0,400.8721
2022-01-06 16:00:00+00:00,2.13,22.0,29.535385,2022-01-06 16:00:00+00:00,-0.83500004,1.0,30.314474,2022-01-06 16:00:00+00:00,6.831,13.0,66.41004
2022-01-06 17:00:00+00:00,1.73,10.0,0.0,2022-01-06 17:00:00+00:00,-2.785,56.0,0.0,2022-01-06 17:00:00+00:00,6.381,0.0,0.0
2022-01-06 18:00:00+00:00,-0.77,3.0,0.0,2022-01-06 18:00:00+00:00,-5.085,32.0,0.0,2022-01-06 18:00:00+00:00,6.281,0.0,0.0
2022-01-06 19:00:00+00:00,-2.3200002,1.0,0.0,2022-01-06 19:00:00+00:00,-5.835,23.0,0.0,2022-01-06 19:00:00+00:00,5.981,0.0,0.0
2022-01-06 20:00:00+00:00,-4.22,1.0,0.0,2022-01-06 20:00:00+00:00,-4.685,9.0,0.0,2022-01-06 20:00:00+00:00,5.231,1.0,0.0
2022-01-06 21:00:00+00:00,-5.67,24.0,0.0,2022-01-06 21:00:00+00:00,-2.885,2.0,0.0,2022-01-06 21:00:00+00:00,4.781,0.0,0.0
2022-01-06 22:00:00+00:00,-5.62,6.0,0.0,2022-01-06 22:00:00+00:00,-3.885,2.0,0.0,2022-01-06 22:00:00+00:00,4.331,1.0,0.0
2022-01-06 23:00:00+00:00,-5.77,1.0,0.0,2022-01-06 23:00:00+00:00,-5.685,0.0,0.0,2022-01-06 23:00:00+00:00,4.481,3.0,0.0
2022-01-07 00:00:00+00:00,-3.8200002,2.0,0.0,2022-01-07 00:00:00+00:00,-6.585,0.0,0.0,2022-01-07 00:00:00+00:00,4.181,4.0,0.0
2022-01-07 01:00:00+00:00,-3.5700002,15.0,0.0,2022-01-07 01:00:00+00:00,-7.685,0.0,0.0,2022-01-07 01:00:00+00:00,3.931,17.0,0.0
2022-01-07 02:00:00+00:00,-4.27,4.0,0.0,2022-01-07 02:00:00+00:00,-9.035,0.0,0.0,2022-01-07 02:00:00+00:00,3.731,1.0,0.0
2022-01-07 03:00:00+00:00,-4.5699997,0.0,0.0,2022-01-07 03:00:00+00:00,-10.235,0.0,0.0,2022-01-07 03:00:00+00:00,3.381,0.0,0.0
2022-01-07 04:00:00+00:00,-4.5699997,2.0,0.0,2022-01-07 04:00:00+00:00,-10.735,0.0,0.0,2022-01-07 04:00:00+00:00,2.981,0.0,0.0
2022-01-07 05:00:00+00:00,-4.8199997,10.0,0.0,2022-01-07 05:00:00+00:00,-9.335,0.0,0.0,2022-01-07 05:00:00+00:00,2.481,0.0,0.0
2022-01-07 06:00:00+00:00,-4.72,7.0,0.0,2022-01-07 06:00:00+00:00,-6.635,0.0,0.0,2022-01-07 06:00:00+00:00,2.031,0.0,0.0
2022-01-07 07:00:00+00:00,-4.62,1.0,0.0,2022-01-07 07:00:00+00:00,-7.435,22.0,0.0,2022-01-07 07:00:00+00:00,1.7809999,0.0,0.0
